label	voucher	subgenus	section	n_locus	notes
pruinosa_pruinosa_CCA1553	DN 1329	Symphyomyrtus	Adnataria	1186	
pterocarpa_CCA0614	DN 137	Symphyomyrtus	Dumaria	447	
ptychocarpa_ptychocarpa_CCA5905	DN 1912	Corymbia	Notiales	1166	
pulverulenta_CCA1662	DN 1226	Symphyomyrtus	Maidenaria	1187	
pumila_Ferguson2024		Symphyomyrtus	Pumilio	1185	not CCA
punctata_CCA1325	DN 612	Symphyomyrtus	Pumilio	1175	label fix (previous: CCA1133)
pyriformis_CCA2862	DN 1660	Symphyomyrtus	Bisectae	1187	
pyrocarpa_CCA5610	DN 2093	Eucalyptus	Eucalyptus	1187	
quadrangulata_CCA0874	DN 618	Symphyomyrtus	Maidenaria	1155	
quadrans_CCA1318	DN 1099	Symphyomyrtus	Adnataria	1186	label fix (previous: CCA1153)
quaerenda_CCA0274	DN 237	Symphyomyrtus	Bisectae	1187	
quaerenda_CCA0277	DN 237	Symphyomyrtus	Bisectae	1187	technical replicates
radiata_radiata_CCA3899	DN 602	Eucalyptus	Eucalyptus	1181	
rameliana_CCA0571	DN 543	Symphyomyrtus	Bisectae	1186	label fix (previous: CCA0577)
rameliana_CCA1412	DN 543	Symphyomyrtus	Bisectae	1186	
ravensthorpensis_CCA2854	DN 1636	Symphyomyrtus	Glandulosae	1186	
raveretiana_CCA1669	DN 1297	Symphyomyrtus	Domesticae	1185	
ravida_CCA0123	DN 134	Symphyomyrtus	Glandulosae	1186	
recta_CCA0390	DN 294	Symphyomyrtus	Bisectae	1174	technical replicates
recta_CCA0391	DN 294	Symphyomyrtus	Bisectae	1187	
recta_CCA1450	DN 294	Symphyomyrtus	Bisectae	1187	technical replicates
redunca_pluricaulis_CCA2990	DN 1662	Symphyomyrtus	Glandulosae	1187	
redunca_porphyrea_CCA1260	DN 210	Symphyomyrtus	Glandulosae	1186	label fix (previous: CCA1220)
redunca_redunca_CCA0139	DN 221	Symphyomyrtus	Glandulosae	1187	
regnans_CCA5597	DN 4316	Eucalyptus	Eucalyptus	1167	
regnans_Ferguson2024		Eucalyptus	Eucalyptus	1187	not CCA
relicta_CCA5717	DN 5535	Symphyomyrtus	Bisectae	1187	
repullulans_CCA1490	DN 1550	Symphyomyrtus	Dumaria	998	
revelata_CCA6088	DN 1910	Symphyomyrtus	Exsertaria	1187	
rhodops_CCA1674	DN 1306	Corymbia	Notiales	1166	
rigens_CCA0353	DN 157	Symphyomyrtus	Dumaria	1187	
rigidula_interior_CCA6003	DN 6955	Symphyomyrtus	Bisectae	1185	technical replicates
rigidula_interior_CCA6005	DN 6955	Symphyomyrtus	Bisectae	1185	
rigidula_rigidula_CCA0189	DN 292	Symphyomyrtus	Bisectae	1186	technical replicates
rigidula_rigidula_CCA0190	DN 292	Symphyomyrtus	Bisectae	1186	
rigidula_rigidula_CCA5753	DN 5671	Symphyomyrtus	Bisectae	1187	technical replicates
rigidula_rigidula_CCA5754	DN 5671	Symphyomyrtus	Bisectae	1184	
rigidula_rigidula_CCA5770	DN 5071	Symphyomyrtus	Bisectae	1185	technical replicates
rigidula_rigidula_CCA5771	DN 5071	Symphyomyrtus	Bisectae	1187	
rigidula_rigidula_CCA5781	DN 5554	Symphyomyrtus	Bisectae	1185	
rigidula_rigidula_CCA5782	DN 5554	Symphyomyrtus	Bisectae	80	low coverage
rigidula_rigidula_CCA5813	DN 5460	Symphyomyrtus	Bisectae	1187	
rigidula_rigidula_CCA5815	DN 5460	Symphyomyrtus	Bisectae	1187	technical replicates
rigidula_rigidula_CCA5856	DN 5578	Symphyomyrtus	Bisectae	1187	
rigidula_rigidula_CCA5857	DN 5578	Symphyomyrtus	Bisectae	1184	technical replicates
robusta_x_tereticornis_CCA1641		Symphyomyrtus		1187	intersectional hybrid
rosacea_CCA1401	DN 518	Symphyomyrtus	Bisectae	1186	
rosacea_CCA6074	DN 6939	Symphyomyrtus	Bisectae	1186	
rossii_1_CCA0913	DN 781	Eucalyptus	Eucalyptus	1155	
rossii_2_CCA0913	DN 781	Eucalyptus	Eucalyptus	942	technical replicates
rossii_CCA0951	DN 725	Eucalyptus	Eucalyptus	1183	
roycei_CCA1037	DN 1175	Eudesmia	Limbatae	826	
rubiginosa_CCA1431	DN 2114	Eucalyptus	Amentum	1186	putative contamination / mislabelling
rudis_cratyantha_CCA1163	DN 1146	Symphyomyrtus	Exsertaria	1187	label fix (previous: CCA1301)
rudis_cratyantha_CCA5628	DN 5538	Symphyomyrtus	Exsertaria	1187	
rudis_cratyantha_CCA5629	DN 5538	Symphyomyrtus	Exsertaria	1187	technical replicates
rudis_rudis_CCA1212	DN 1131	Symphyomyrtus	Exsertaria	1180	technical replicates
rudis_rudis_CCA1214	DN 1131	Symphyomyrtus	Exsertaria	1187	label fix (previous: CCA1240)
rugosa_CCA1254	DN 806	Symphyomyrtus	Dumaria	1186	label fix (previous: CCA1229)
rummeryi_CCA1675	DN 1245	Symphyomyrtus	Adnataria	1187	
rupestris_CCA1433	DN 1920	Symphyomyrtus	Platysperma	1186	
rupestris_CCA5713	DN 5813	Symphyomyrtus	Platysperma	1187	
sabulosa_x_ovata_ovata_CCA1637	DN 359	Symphyomyrtus	Maidenaria	1186	
saligna_CCA3916	DN 2924	Symphyomyrtus	Latoangulatae	1171	
salmonophloia_CCA0575	DN 341	Symphyomyrtus	Bisectae	1159	technical replicates
salmonophloia_CCA0576	DN 341	Symphyomyrtus	Bisectae	1180	label fix (previous: CCA0593)
salubris_CCA0196	DN 342	Symphyomyrtus	Glandulosae	1187	
sargentii_sargentii_CCA5731	DN 5551	Symphyomyrtus	Glandulosae	1187	
sargentii_sargentii_CCA5732	DN 5551	Symphyomyrtus	Glandulosae	1187	technical replicates
sargentii_sargentii_CCA5733	DN 5551	Symphyomyrtus	Glandulosae	1186	technical replicates
scabrida_CCA1554	DN 1278	Blakella	Naviculares	1158	
scoparia_CCA1297	DN 672	Symphyomyrtus	Maidenaria	1173	technical replicates
scoparia_CCA1298	DN 672	Symphyomyrtus	Maidenaria	1186	label fix (previous: CCA1165)
scyphata_CCA5724	DN 5508	Symphyomyrtus	Dumaria	1187	
scyphata_CCA5725	DN 5508	Symphyomyrtus	Dumaria	1186	technical replicates
scyphocalyx_CCA0556	DN 558	Symphyomyrtus	Dumaria	1126	technical replicates
scyphocalyx_CCA0559	DN 558	Symphyomyrtus	Dumaria	1185	
sepulcralis_CCA2883	DN 1635	Eucalyptus	Frutices	1186	
serraensis_serraensis_CCA0661	DN 455	Eucalyptus	Eucalyptus	1187	
sessilis_CCA1521	DN 1352	Symphyomyrtus	Bisectae	1183	
setosa_pedicellaris_x_brachycarpa_CCA1542	DN 1286	Corymbia	Notiales	1162	
setosa_setosa_CCA6050	DN 2441	Corymbia	Notiales	1162	
sheathiana_CCA0401	DN 302	Symphyomyrtus	Dumaria	1186	technical replicates
sheathiana_CCA0402	DN 302	Symphyomyrtus	Dumaria	1187	
sheathiana_CCA5742	DN 5453	Symphyomyrtus	Dumaria	1186	
sheathiana_CCA5743	DN 5453	Symphyomyrtus	Dumaria	1187	technical replicates
shirleyi_CCA1572	DN 1292	Symphyomyrtus	Adnataria	1184	
shirleyi_Ferguson2024		Symphyomyrtus	Adnataria	1187	not CCA
sicilifolia_CCA1558	DN 1276	Symphyomyrtus	Adnataria	1187	
sideroxylon		Symphyomyrtus	Adnataria	1187	invalid voucher
sideroxylon_Ferguson2024		Symphyomyrtus	Adnataria	1186	not CCA
sideroxylon_sideroxylon_CCA0807	DN 674	Symphyomyrtus	Adnataria	1183	
sideroxylon_sideroxylon_CCA0808	DN 674	Symphyomyrtus	Adnataria	1178	technical replicates
sideroxylon_x_melliodora_Ferguson2024		Symphyomyrtus	Adnataria	1140	not CCA
sieberi_CCA3035	DN 1749	Eucalyptus	Eucalyptus	1185	technical replicates
sieberi_CCA3036	DN 1749	Eucalyptus	Eucalyptus	1187	
sinuensis_CCA1173	DN 1081	Symphyomyrtus	Bisectae	1179	label fix (previous: CCA1294)
socialis_socialis_CCA0166		Symphyomyrtus	Bisectae	1186	
socialis_socialis_CCA0167		Symphyomyrtus	Bisectae	1187	technical replicates
socialis_socialis_CCA2898	DN 1804	Symphyomyrtus	Bisectae	1187	
socialis_victoriensis_CCA0016	DN 113	Symphyomyrtus	Bisectae	1177	technical replicates
socialis_victoriensis_CCA0017	DN 113	Symphyomyrtus	Bisectae	1187	technical replicates
socialis_victoriensis_CCA0018	DN 113	Symphyomyrtus	Bisectae	1186	
socialis_viridans_CCA3001	DN 1946	Symphyomyrtus	Bisectae	1187	
sp_CCA6677				1187	invalid voucher
sp_Dartmoor_CCA5762	DN 5585	Symphyomyrtus	Dumaria	1186	technical replicates
sp_Dartmoor_CCA5764	DN 5585	Symphyomyrtus	Dumaria	1186	
sp_Lake_Magenta_CCA5749	DN 5509	Symphyomyrtus	Dumaria	1186	technical replicates
sp_Lake_Magenta_CCA5750	DN 5509	Symphyomyrtus	Dumaria	1187	
sparsa_CCA0572	DN 427	Symphyomyrtus	Adnataria	1179	
sparsifolia_CCA0790	DN 629	Eucalyptus	Eucalyptus	1170	putative contamination / mislabelling
spathulata_spathulata_CCA1248	DN 234	Symphyomyrtus	Glandulosae	1186	label fix (previous: CCA1233); technical replicates
spathulata_spathulata_CCA1250	DN 234	Symphyomyrtus	Glandulosae	1187	label fix (previous: CCA1231)
spectatrix_CCA3032	DN 1751	Eucalyptus	Eucalyptus	1187	
sphaerica_CCA6056	DN 2437	Corymbia	Notiales	1166	
sporadica_CCA0301	DN 204	Symphyomyrtus	Glandulosae	1187	
sporadica_CCA1210	DN 1122	Symphyomyrtus	Glandulosae	1187	label fix (previous: CCA1242)
sporadica_CCA5630	DN 5468	Symphyomyrtus	Glandulosae	1187	technical replicates
sporadica_CCA5631	DN 5468	Symphyomyrtus	Glandulosae	1186	technical replicates
sporadica_CCA5633	DN 5468	Symphyomyrtus	Glandulosae	1187	
spreta_CCA0146	DN 122	Symphyomyrtus	Dumaria	1186	
spreta_CCA0518	DN 551	Symphyomyrtus	Dumaria	1187	
squamosa_CCA3250	DN 2072	Symphyomyrtus	Bisectae	1141	
staeri_CCA1238	DN 1133	Eucalyptus	Longistylus	1187	label fix (previous: CCA1215)
steedmanii_CCA0032	DN 317	Symphyomyrtus	Glandulosae	1187	
stellulata_CCA0218	DN 582	Eucalyptus	Eucalyptus	1143	
stellulata_Little_Star_CCA5879		Eucalyptus	Eucalyptus	1186	
stoatei_CCA0565	DN 181	Symphyomyrtus	Dumaria	1187	
stowardii_CCA0386	DN 281	Symphyomyrtus	Glandulosae	1186	
stowardii_CCA0389	DN 281	Symphyomyrtus	Glandulosae	1187	technical replicates
striaticalyx_CCA1527	DN 1548	Symphyomyrtus	Dumaria	1187	
striaticalyx_CCA5832	DN 5592	Symphyomyrtus	Dumaria	1186	
stricklandii_CCA0654	DN 344	Symphyomyrtus	Glandulosae	1187	
stricta_CCA5562	DN 5252	Eucalyptus	Eucalyptus	1187	
strzeleckii_CCA3051	DN 1725	Symphyomyrtus	Maidenaria	1182	
subangusta_cerina_CCA0182	DN 301	Symphyomyrtus	Glandulosae	1186	
subangusta_pusilla_CCA0179	DN 278	Symphyomyrtus	Glandulosae	1187	
subangusta_subangusta_CCA0315	DN 290	Symphyomyrtus	Glandulosae	1186	
subtilis_CCA0339	DN 140	Symphyomyrtus	Glandulosae	1186	
subtilis_CCA0342	DN 187	Symphyomyrtus	Glandulosae	1187	technical replicates
subtilis_CCA0345	DN 187	Symphyomyrtus	Glandulosae	1187	
suffulgens_CCA1565	DN 1267	Symphyomyrtus	Adnataria	1184	
suggrandis_promiscua_CCA0023	DN 311	Symphyomyrtus	Glandulosae	1185	
suggrandis_suggrandis_CCA0221	DN 197	Symphyomyrtus	Glandulosae	1186	
suggrandis_suggrandis_CCA1153	DN 1128	Symphyomyrtus	Glandulosae	1186	label fix (previous: CCA1318)
sweedmaniana_sweedmaniana_CCA5643	DN 5487	Symphyomyrtus	Dumaria	1187	
synandra_CCA0253	DN 297	Symphyomyrtus	Bisectae	1187	technical replicates
synandra_CCA0254	DN 297	Symphyomyrtus	Bisectae	1187	
synandra_CCA5822	DN 5588	Symphyomyrtus	Bisectae	1186	
synandra_CCA5823	DN 5588	Symphyomyrtus	Bisectae	1186	technical replicates
talyuberlup_CCA0597	DN 228	Symphyomyrtus	Glandulosae	1185	label fix (previous: CCA0598)
tenuipes_CCA4770	DN 6475	Cuboidea		1097	
tenuipes_Ferguson2024		Cuboidea		1182	not CCA
tephroclada_CCA0365	DN 314	Symphyomyrtus	Glandulosae	1186	
terebra_CCA0128	DN 117	Symphyomyrtus	Glandulosae	1186	
tereticornis_rotunda_CCA1581	DN 1272	Symphyomyrtus	Exsertaria	1186	putative contamination / mislabelling
tereticornis_rotunda_CCA1583	DN 1272	Symphyomyrtus	Exsertaria	1187	putative contamination / mislabelling
tereticornis_tereticornis_CCA1386	CSIRO 13398	Symphyomyrtus	Exsertaria	1185	
tereticornis_tereticornis_CCA1389	CSIRO 13398	Symphyomyrtus	Exsertaria	1186	technical replicates
tereticornis_tereticornis_CCA1393	CSIRO 13661	Symphyomyrtus	Exsertaria	1187	
terminalis_CCA1399	DN 2120	Corymbia	Notiales	1165	
tessellaris_CCA5926		Blakella	Abbreviatae	1107	technical replicates
tessellaris_CCA5927		Blakella	Abbreviatae	1159	
tessellaris_CCA5928		Blakella	Abbreviatae	1158	technical replicates
tessellaris_CCA5929		Blakella	Abbreviatae	1153	technical replicates
tetrapleura_CCA1653	DN 1242	Symphyomyrtus	Adnataria	999	
tholiformis_CCA1562	DN 1279	Symphyomyrtus	Adnataria	1185	
tholiformis_CCA1563	DN 1279	Symphyomyrtus	Adnataria	1187	technical replicates
thozetiana_CCA1574	DN 1281	Symphyomyrtus	Adnataria	1186	
tindaliae_CCA1695	DN 1300	Eucalyptus	Eucalyptus	1187	
torquata_CCA0593	DN 135	Symphyomyrtus	Dumaria	20	label fix (previous: CCA0597); low coverage
tortilis_CCA0119	DN 130	Symphyomyrtus	Glandulosae	1186	
trachyphloia_CCA0744	DN 714	Corymbia	Notiales	1141	technical replicates
trachyphloia_CCA1440	DN 2084	Corymbia	Notiales	1165	
trachyphloia_CCA5935	DN 714	Corymbia	Notiales	1169	technical replicates
trachyphloia_CCA5936	DN 714	Corymbia	Notiales	1166	
transcontinentalis_CCA0552	DN 550	Symphyomyrtus	Bisectae	1185	
tricarpa_CCA2978	DN 1727	Symphyomyrtus	Adnataria	1187	
trivalva_CCA0536	DN 529	Symphyomyrtus	Glandulosae	1187	
trivalva_CCA1471	DN 1534	Symphyomyrtus	Glandulosae	1187	
tumida_CCA0133	DN 159	Symphyomyrtus	Glandulosae	1187	
uncinata_uncinata_CCA1280	DN 195	Symphyomyrtus	Bisectae	1185	label fix (previous: CCA1181)
urna_urna_CCA1122	DN 1087	Symphyomyrtus	Bisectae	1146	
urna_urna_CCA2872	DN 1817	Symphyomyrtus	Bisectae	1187	
urna_urna_CCA3020	DN 1838	Symphyomyrtus	Bisectae	1187	
urna_xesta_CCA5785	DN 5466	Symphyomyrtus	Bisectae	1180	
urna_xesta_CCA5786	DN 5466	Symphyomyrtus	Bisectae	1185	technical replicates
utilis_CCA0588	DN 215	Symphyomyrtus	Glandulosae	1185	
utilis_CCA5709	DN 5493	Symphyomyrtus	Glandulosae	1187	
utilis_CCA5710	DN 5493	Symphyomyrtus	Glandulosae	1187	technical replicates
varia_CCA1458	DN 163	Symphyomyrtus	Glandulosae	1186	
varia_CCA1459	DN 163	Symphyomyrtus	Glandulosae	1184	technical replicates
variegata_CCA1612	DN 1246	Blakella	Maculatae	1164	
vegrandis_recondita_CCA2882	DN 1621	Symphyomyrtus	Glandulosae	1186	
vegrandis_recondita_CCA2891	DN 1883	Symphyomyrtus	Glandulosae	1186	
vegrandis_vegrandis_CCA0076	DN 207	Symphyomyrtus	Glandulosae	1186	
vegrandis_vegrandis_CCA0236	DN 201	Symphyomyrtus	Glandulosae	1186	
victrix_CCA0005		Symphyomyrtus	Adnataria	1185	
victrix_CCA5829	DN 5568	Symphyomyrtus	Adnataria	1184	
victrix_CCA5831	DN 5568	Symphyomyrtus	Adnataria	1185	technical replicates
victrix_Ferguson2024		Symphyomyrtus	Adnataria	1184	not CCA
viminalis_cygnetensis_CCA1366	DN 941	Symphyomyrtus	Maidenaria	1182	technical replicates
viminalis_cygnetensis_CCA1368	DN 941	Symphyomyrtus	Maidenaria	1185	
viminalis_Ferguson2024		Symphyomyrtus	Maidenaria	1187	not CCA
viminalis_hentyensis_CCA5899	DN 6961	Symphyomyrtus	Maidenaria	1186	
viminalis_hentyensis_CCA5900	DN 6961	Symphyomyrtus	Maidenaria	1186	technical replicates
viminalis_viminalis_CCA5060	DN 6158	Symphyomyrtus	Maidenaria	1173	
virella_CCA1265	DN 286	Symphyomyrtus	Adnataria	1185	label fix (previous: CCA1218)
virginea_CCA5648	DN 5536	Symphyomyrtus	Bisectae	1183	putative contamination / mislabelling
virginea_Ferguson2024		Symphyomyrtus	Bisectae	1186	not CCA
viridis_aenea_CCA1437	DN 2083	Symphyomyrtus	Adnataria	1187	
viridis_viridis_CCA0728	DN 729	Symphyomyrtus	Adnataria	1164	
vokesensis_CCA1491	DN 1502	Symphyomyrtus	Bisectae	713	
wandoo_pulverea_CCA0085	DN 285	Symphyomyrtus	Glandulosae	1186	technical replicates
wandoo_pulverea_CCA0088	DN 285	Symphyomyrtus	Glandulosae	1187	
wandoo_wandoo_CCA0346	DN 230	Symphyomyrtus	Glandulosae	1185	
websteriana_CCA0142	DN 138	Symphyomyrtus	Bisectae	1185	
websteriana_CCA0143	DN 138	Symphyomyrtus	Bisectae	1187	technical replicates
websteriana_CCA0326	DN 331	Symphyomyrtus	Bisectae	1187	
websteriana_CCA6085	DN 6947	Symphyomyrtus	Bisectae	1186	
websteriana_CCA6087	DN 6947	Symphyomyrtus	Bisectae	1186	technical replicates
woodwardii_CCA0577	DN 340	Symphyomyrtus	Dumaria	1187	label fix (previous: CCA0576)
woodwardii_CCA0580	DN 340	Symphyomyrtus	Dumaria	1187	technical replicates
woollsiana_CCA0733	DN 681	Symphyomyrtus	Adnataria	1174	
wyolensis_CCA0108	DN 112	Symphyomyrtus	Bisectae	1185	
x_alpina_CCA5943	DN 7046	Eucalyptus	Eucalyptus	1187	
x_alpina_CCA5945	DN 7046	Eucalyptus	Eucalyptus	1187	technical replicates
x_balanopelex_CCA0335	DN 169	Symphyomyrtus	Bisectae	1186	
x_brachyphylla_CCA0611	DN 338	Symphyomyrtus	Glandulosae	1186	
x_brachyphylla_CCA0612	DN 338	Symphyomyrtus	Glandulosae	749	technical replicates
x_bunyip_CCA5876	DN 6782	Symphyomyrtus	Maidenaria	1187	technical replicates
x_bunyip_CCA5877	DN 6782	Symphyomyrtus	Maidenaria	1187	
x_carolaniae_CCA5881	DN 6787	Symphyomyrtus	Maidenaria	1187	technical replicates
x_carolaniae_CCA5882	DN 6787	Symphyomyrtus	Maidenaria	1187	
x_hawkeri_CCA5966	DN 6916	Symphyomyrtus	Adnataria	1187	technical replicates
x_hawkeri_CCA5968	DN 6916	Symphyomyrtus	Adnataria	1187	
x_impensa_CCA1395	DN 264	Symphyomyrtus	Bisectae	1182	putative contamination / mislabelling
xanthonema_apposita_CCA0283	DN 232	Symphyomyrtus	Glandulosae	1186	
xanthonema_xanthonema_CCA0247	DN 202	Symphyomyrtus	Glandulosae	1186	
xerothermica_CCA0516	DN 541	Symphyomyrtus	Adnataria	1187	
xerothermica_CCA1199	DN 1187	Symphyomyrtus	Adnataria	1184	label fix (previous: CCA1206)
yalatensis_CCA1150	DN 950	Symphyomyrtus	Bisectae	1186	label fix (previous: CCA1319)
yilgarnensis_CCA0010		Symphyomyrtus	Adnataria	1185	technical replicates
yilgarnensis_CCA0011		Symphyomyrtus	Adnataria	1187	
yilgarnensis_CCA0012		Symphyomyrtus	Adnataria	1161	technical replicates
youngiana_CCA0628	DN 523	Symphyomyrtus	Bisectae	1187	
youngiana_CCA2842	DN 1535	Symphyomyrtus	Bisectae	1187	
yumbarrana_CCA2835	DN 1808	Symphyomyrtus	Bisectae	1186	
zopherophloia_CCA0379	DN 267	Symphyomyrtus	Glandulosae	1187	
