tip_label	genus	subgenus	section
E_sp_Sullivan_Soak_3	Eucalyptus	Symphyomyrtus	Bisectae
E_sp_Sullivan_Soak_4	Eucalyptus	Symphyomyrtus	Bisectae
E_spathulata_spathulata	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_spectatrix	Eucalyptus	Eucalyptus	Eucalyptus
E_sporadica_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_sporadica_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_sporadica_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_sporadica_4	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_sporadica_5	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_spreta	Eucalyptus	Symphyomyrtus	Dumaria
E_staeri	Eucalyptus	Eucalyptus	Longistylus
E_steedmanii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_stellulata_Little_Star	Eucalyptus	Eucalyptus	Eucalyptus
E_stoatei	Eucalyptus	Symphyomyrtus	Dumaria
E_stowardii_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_stowardii_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_striaticalyx_1	Eucalyptus	Symphyomyrtus	Dumaria
E_striaticalyx_2	Eucalyptus	Symphyomyrtus	Dumaria
E_stricklandii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_stricta	Eucalyptus	Eucalyptus	Eucalyptus
E_subangusta_cerina	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_subangusta_pusilla	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_subangusta_subangusta	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_subtilis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_subtilis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_subtilis_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_suffulgens	Eucalyptus	Symphyomyrtus	Adnataria
E_suggrandis_promiscua	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_suggrandis_suggrandis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_suggrandis_suggrandis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_sweedmaniana	Eucalyptus	Symphyomyrtus	Dumaria
E_synandra_1	Eucalyptus	Symphyomyrtus	Bisectae
E_synandra_2	Eucalyptus	Symphyomyrtus	Bisectae
E_synandra_3	Eucalyptus	Symphyomyrtus	Bisectae
E_synandra_4	Eucalyptus	Symphyomyrtus	Bisectae
E_talyuberlup	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_tenera_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_tenera_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_tenuis	Eucalyptus	Symphyomyrtus	Dumaria
E_tephroclada	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_terebra	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_tereticornis_rotunda_1	Eucalyptus	Symphyomyrtus	Exsertaria
E_tereticornis_rotunda_2	Eucalyptus	Symphyomyrtus	Exsertaria
E_tereticornis_tereticornis_1	Eucalyptus	Symphyomyrtus	Exsertaria
E_tereticornis_tereticornis_2	Eucalyptus	Symphyomyrtus	Exsertaria
E_tereticornis_tereticornis_3	Eucalyptus	Symphyomyrtus	Exsertaria
E_tholiformis_1	Eucalyptus	Symphyomyrtus	Adnataria
E_tholiformis_2	Eucalyptus	Symphyomyrtus	Adnataria
E_thozetiana	Eucalyptus	Symphyomyrtus	Adnataria
E_torquata	Eucalyptus	Symphyomyrtus	Dumaria
E_tortilis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_transcontinentalis	Eucalyptus	Symphyomyrtus	Bisectae
E_tricarpa	Eucalyptus	Symphyomyrtus	Adnataria
E_trivalva_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_trivalva_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_tumida	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_uncinata_Esperance_Plains_1	Eucalyptus	Symphyomyrtus	Bisectae
E_uncinata_Esperance_Plains_2	Eucalyptus	Symphyomyrtus	Bisectae
E_uncinata_uncinata_1	Eucalyptus	Symphyomyrtus	Bisectae
E_uncinata_uncinata_2	Eucalyptus	Symphyomyrtus	Bisectae
E_urna_1	Eucalyptus	Symphyomyrtus	Bisectae
E_urna_2	Eucalyptus	Symphyomyrtus	Bisectae
E_utilis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_utilis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_utilis_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_varia_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_varia_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_vegrandis_recondita_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_vegrandis_recondita_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_vegrandis_vegrandis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_vegrandis_vegrandis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_verrucata	Eucalyptus	Eucalyptus	Eucalyptus
E_victrix_1	Eucalyptus	Symphyomyrtus	Adnataria
E_victrix_2	Eucalyptus	Symphyomyrtus	Adnataria
E_victrix_3	Eucalyptus	Symphyomyrtus	Adnataria
E_viminalis_cygnetensis	Eucalyptus	Symphyomyrtus	Maidenaria
E_viminalis_hentyensis_1	Eucalyptus	Symphyomyrtus	Maidenaria
E_viminalis_hentyensis_2	Eucalyptus	Symphyomyrtus	Maidenaria
E_virginea	Eucalyptus	Symphyomyrtus	Bisectae
E_vokesensis	Eucalyptus	Symphyomyrtus	Bisectae
E_wandoo_pulverea_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_wandoo_pulverea_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_wandoo_wandoo	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_websteriana_1	Eucalyptus	Symphyomyrtus	Bisectae
E_websteriana_2	Eucalyptus	Symphyomyrtus	Bisectae
E_websteriana_3	Eucalyptus	Symphyomyrtus	Bisectae
E_websteriana_4	Eucalyptus	Symphyomyrtus	Bisectae
E_websteriana_5	Eucalyptus	Symphyomyrtus	Bisectae
E_wimmerensis	Eucalyptus	Symphyomyrtus	Adnataria
E_woodwardii_1	Eucalyptus	Symphyomyrtus	Dumaria
E_woodwardii_2	Eucalyptus	Symphyomyrtus	Dumaria
E_wyolensis	Eucalyptus	Symphyomyrtus	Bisectae
E_x_alpina_1	Eucalyptus-H	Eucalyptus-H	Eucalyptus-H
E_x_alpina_2	Eucalyptus-H	Eucalyptus-H	Eucalyptus-H
E_x_balanopelex	Eucalyptus-H	Symphyomyrtus-H	Bisectae-H
E_x_brachyphylla_1	Eucalyptus-H	Symphyomyrtus-H	Glandulosae' ms-H
E_x_brachyphylla_2	Eucalyptus-H	Symphyomyrtus-H	Glandulosae' ms-H
E_x_bunyip_1	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H
E_x_bunyip_2	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H
E_x_carolaniae_1	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H
E_x_carolaniae_2	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H
E_x_hawkeri_1	Eucalyptus-H	Symphyomyrtus-H	Adnataria-H
E_x_hawkeri_2	Eucalyptus-H	Symphyomyrtus-H	Adnataria-H
E_x_impensa	Eucalyptus-H	Symphyomyrtus-H	Bisectae-H
E_x_pruiniramis	Eucalyptus-H	Symphyomyrtus-H	Glandulosae' ms-H
E_x_redimulicifera	Eucalyptus-H	Symphyomyrtus-H	Dumaria-H
E_x_walshii_1	Eucalyptus-H	?	?
E_x_walshii_2	Eucalyptus-H	?	?
E_xanthonema_apposita	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_xanthonema_xanthonema	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
E_xerothermica_1	Eucalyptus	Symphyomyrtus	Adnataria
E_xerothermica_2	Eucalyptus	Symphyomyrtus	Adnataria
E_xerothermica_3	Eucalyptus	Symphyomyrtus	Adnataria
E_yalatensis	Eucalyptus	Symphyomyrtus	Bisectae
E_yilgarnensis_1	Eucalyptus	Symphyomyrtus	Bisectae
E_yilgarnensis_2	Eucalyptus	Symphyomyrtus	Bisectae
E_yilgarnensis_3	Eucalyptus	Symphyomyrtus	Bisectae
E_youngiana_1	Eucalyptus	Symphyomyrtus	Bisectae
E_youngiana_2	Eucalyptus	Symphyomyrtus	Bisectae
E_yumbarrana	Eucalyptus	Symphyomyrtus	Bisectae
E_zopherophloia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms
A_floribunda_Ferguson2024	Angophora	Angophora	Angophora
C_calophylla_Ferguson2024	Corymbia	Corymbia	Calophyllae
C_maculata_Ferguson2024	Corymbia	Blakella	Maculatae
E_albens_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_ANBG9806169_Ferguson2024	Eucalyptus	Eucalyptus	Eucalyptus
E_brandiana_Ferguson2024	Eucalyptus	Symphyomyrtus	Dumaria
E_caleyi_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_camaldulensis_Ferguson2024	Eucalyptus	Symphyomyrtus	Exsertaria
E_cladocalyx_Ferguson2024	Eucalyptus	Symphyomyrtus	Sejunctae
E_cloeziana_Ferguson2024	Eucalyptus	Idiogenes	?
E_coolabah_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_curtisii_Ferguson2024	Eucalyptus	Acerosae	?
E_dawsonii_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_decipiens_Ferguson2024	Eucalyptus	Symphyomyrtus	Bisectae
E_erythrocorys_Ferguson2024	Eucalyptus	Eudesmia	Limbatae
E_fibrosa_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_globulus_Ferguson2024	Eucalyptus	Symphyomyrtus	Maidenaria
E_grandis_Ferguson2024	Eucalyptus	Symphyomyrtus	Latoangulatae
E_guilfoylei_Ferguson2024	Eucalyptus	Cruciformes	?
E_lansdowneana_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_leucophloia_Ferguson2024	Eucalyptus	Symphyomyrtus	Platysperma
E_marginata_Ferguson2024	Eucalyptus	Eucalyptus	Longistylus
E_melliodora_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_microcorys_Ferguson2024	Eucalyptus	Alveolata	?
E_paniculata_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_pauciflora_Ferguson2024	Eucalyptus	Eucalyptus	Eucalyptus
E_polyanthemos_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_pumila_Ferguson2024	Eucalyptus	Symphyomyrtus	Pumilio
E_regnans_Ferguson2024	Eucalyptus	Eucalyptus	Eucalyptus
E_shirleyi_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_sid_E_mel_Ferguson2024	Eucalyptus-H	Symphyomyrtus	Adnataria
E_sideroxylon_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_tenuipes_Ferguson2024	Eucalyptus	Cuboidea	?
E_victrix_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria
E_viminalis_Ferguson2024	Eucalyptus	Symphyomyrtus	Maidenaria
E_virginea_Ferguson2024	Eucalyptus	Symphyomyrtus	Bisectae
