sequencing_id	project_id	folder_name	sample_id	species_name	genus	subgenus	section	series	subseries	species	subspecies	tip_label
1456910	1455680	Eucstosequencing_6_FD	CCA0386	Eucalyptus stowardii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	stowardii		E_stowardii_1
1456911	1455682	Eucstosequencing_5_FD	CCA0389	Eucalyptus stowardii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	stowardii		E_stowardii_2
1457164	1456188	Eucstrsequencing_9_FD	CCA1527	Eucalyptus striaticalyx	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		striaticalyx		E_striaticalyx_1
1456605	1455070	Eucstrsequencing_7_FD	CCA5832	Eucalyptus striaticalyx	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		striaticalyx		E_striaticalyx_2
1457009	1455878	Eucstrsequencing_8_FD	CCA0654	Eucalyptus stricklandii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Stricklandianae		stricklandii		E_stricklandii
1456504	1454868	Eucstrsequencing_10_FD	CCA5562	Eucalyptus stricta	Eucalyptus	Eucalyptus	Eucalyptus	Strictae	Irregulares	stricta		E_stricta
1456821	1455502	EucNAsequencing_18_FD	CCA0182	Eucalyptus subangusta subsp. cerina								E_subangusta_cerina
1456820	1455500	EucNAsequencing_19_FD	CCA0179	Eucalyptus subangusta subsp. pusilla								E_subangusta_pusilla
1456898	1455656	EucNAsequencing_7_FD	CCA0315	Eucalyptus subangusta subsp. subangusta								E_subangusta_subangusta
1456888	1455636	EucNAsequencing_15_FD	CCA0339	Eucalyptus subtilis								E_subtilis_1
1456886	1455632	EucNAsequencing_13_FD	CCA0342	Eucalyptus subtilis								E_subtilis_2
1456885	1455630	EucNAsequencing_12_FD	CCA0345	Eucalyptus subtilis								E_subtilis_3
1457179	1456218	Eucsufsequencing_FD	CCA1565	Eucalyptus suffulgens	Eucalyptus	Symphyomyrtus	Adnataria	Rhodoxyla	Concolores	suffulgens		E_suffulgens
1456749	1455358	Eucsugsequencing_6_FD	CCA0023	Eucalyptus suggrandis subsp. promiscua	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	suggrandis	promiscua	E_suggrandis_promiscua
1456835	1455530	Eucsugsequencing_4_FD	CCA0221	Eucalyptus suggrandis subsp. suggrandis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	suggrandis	suggrandis	E_suggrandis_suggrandis_1
1457032	1455924	Eucsugsequencing_5_FD	CCA1153	Eucalyptus suggrandis subsp. suggrandis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	suggrandis	suggrandis	E_suggrandis_suggrandis_2
1456528	1454916	Eucswesequencing_4_FD	CCA5643	Eucalyptus sweedmaniana	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		sweedmaniana		E_sweedmaniana
1456850	1455560	Eucsynsequencing_7_FD	CCA0253	Eucalyptus synandra	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_1
1456851	1455562	Eucsynsequencing_6_FD	CCA0254	Eucalyptus synandra	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_2
1456611	1455082	Eucsynsequencing_8_FD	CCA5822	Eucalyptus synandra	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_3
1456609	1455078	Eucsynsequencing_9_FD	CCA5823	Eucalyptus synandra	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_4
1456981	1455822	Euctalsequencing_2_FD	CCA0597	Eucalyptus talyuberlup	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Liberae	talyuberlup		E_talyuberlup
1456830	1455520	Euctensequencing_6_FD	CCA0204	Eucalyptus tenera	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tenera		E_tenera_1
1456928	1455716	Euctensequencing_8_FD	CCA0441	Eucalyptus tenera	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tenera		E_tenera_2
1456826	1455512	Euctensequencing_7_FD	CCA0191	Eucalyptus tenuis	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		tenuis		E_tenuis
1456880	1455620	Euctepsequencing_2_FD	CCA0365	Eucalyptus tephroclada	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tephroclada		E_tephroclada
1456799	1455458	Euctersequencing_8_FD	CCA0128	Eucalyptus terebra	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		terebra		E_terebra
1457186	1456232	EucNAsequencing_55_FD	CCA1581	Eucalyptus tereticornis subsp. rotunda								E_tereticornis_rotunda_1
1457187	1456234	EucNAsequencing_54_FD	CCA1583	Eucalyptus tereticornis subsp. rotunda								E_tereticornis_rotunda_2
1457112	1456084	Euctersequencing_5_FD	CCA1386	Eucalyptus tereticornis subsp. tereticornis	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_1
1457113	1456086	Euctersequencing_7_FD	CCA1389	Eucalyptus tereticornis subsp. tereticornis	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_2
1457114	1456088	Euctersequencing_6_FD	CCA1393	Eucalyptus tereticornis subsp. tereticornis	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_3
1456986	1455832	Euctetsequencing_2_FD	CCA0585	Eucalyptus tetraptera	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		tetraptera		E_tetraptera
1457177	1456214	EucNAsequencing_65_FD	CCA1562	Eucalyptus tholiformis								E_tholiformis_1
1457178	1456216	EucNAsequencing_64_FD	CCA1563	Eucalyptus tholiformis								E_tholiformis_2
1457184	1456228	Eucthosequencing_FD	CCA1574	Eucalyptus thozetiana	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		thozetiana		E_thozetiana
1456980	1455820	Euctorsequencing_3_FD	CCA0593	Eucalyptus torquata	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		torquata		E_torquata
1456793	1455446	Euctorsequencing_4_FD	CCA0119	Eucalyptus tortilis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		tortilis		E_tortilis
1456970	1455800	Euctrasequencing_2_FD	CCA0552	Eucalyptus transcontinentalis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	transcontinentalis		E_transcontinentalis
1457296	1456452	Euctrisequencing_3_FD	CCA2978	Eucalyptus tricarpa	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		tricarpa		E_tricarpa
1456965	1455790	Euctrisequencing_4_FD	CCA0536	Eucalyptus trivalva	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Accedentes		trivalva		E_trivalva_1
1457144	1456148	Euctrisequencing_5_FD	CCA1471	Eucalyptus trivalva	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Accedentes		trivalva		E_trivalva_2
1456802	1455464	Euctumsequencing_3_FD	CCA0133	Eucalyptus tumida	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	tumida		E_tumida
1456891	1455642	EucNAsequencing_10_FD	CCA0331	Eucalyptus uncinata subsp. 'Esperance Plains'								E_uncinata_Esperance_Plains_1
1456890	1455640	EucNAsequencing_9_FD	CCA0334	Eucalyptus uncinata subsp. 'Esperance Plains'								E_uncinata_Esperance_Plains_2
1457077	1456014	Eucuncsequencing_3_FD	CCA1280	Eucalyptus uncinata subsp. uncinata	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		uncinata	uncinata	E_uncinata_uncinata_1
1457078	1456016	Eucuncsequencing_4_FD	CCA1281	Eucalyptus uncinata subsp. uncinata	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		uncinata	uncinata	E_uncinata_uncinata_2
1457258	1456376	Eucurnsequencing_2_FD	CCA2872	Eucalyptus urna	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	urna		E_urna_1
1457312	1456484	Eucurnsequencing_FD	CCA3020	Eucalyptus urna	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	urna		E_urna_2
1456987	1455834	Eucutisequencing_6_FD	CCA0588	Eucalyptus utilis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	utilis		E_utilis_1
1456562	1454984	Eucutisequencing_7_FD	CCA5709	Eucalyptus utilis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	utilis		E_utilis_2
1456563	1454986	Eucutisequencing_8_FD	CCA5710	Eucalyptus utilis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	utilis		E_utilis_3
1456839	1455538	Eucvarsequencing_7_FD	CCA0229	Eucalyptus varia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	varia		E_varia_1
1457139	1456138	Eucvarsequencing_9_FD	CCA1458	Eucalyptus varia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	varia		E_varia_2
1457140	1456140	Eucvarsequencing_8_FD	CCA1459	Eucalyptus varia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	varia		E_varia_3
1457262	1456384	Eucvegsequencing_5_FD	CCA2882	Eucalyptus vegrandis subsp. recondita	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	recondita	E_vegrandis_recondita_1
1457267	1456394	Eucvegsequencing_6_FD	CCA2891	Eucalyptus vegrandis subsp. recondita	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	recondita	E_vegrandis_recondita_2
1456779	1455418	Eucvegsequencing_7_FD	CCA0076	Eucalyptus vegrandis subsp. vegrandis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	vegrandis	E_vegrandis_vegrandis_1
1456845	1455550	Eucvegsequencing_4_FD	CCA0236	Eucalyptus vegrandis subsp. vegrandis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	vegrandis	E_vegrandis_vegrandis_2
1457012	1455884	Eucversequencing_2_FD	CCA0661	Eucalyptus verrucata	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae		verrucata		E_verrucata
1456753	1455366	Eucvicsequencing_7_FD	CCA0005	Eucalyptus victrix	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		victrix		E_victrix_1
1456607	1455074	Eucvicsequencing_5_FD	CCA5829	Eucalyptus victrix	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		victrix		E_victrix_2
1456606	1455072	Eucvicsequencing_6_FD	CCA5831	Eucalyptus victrix	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		victrix		E_victrix_3
1457106	1456072	Eucvimsequencing_6_FD	CCA1368	Eucalyptus viminalis subsp. cygnetensis	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	viminalis	cygnetensis	E_viminalis_cygnetensis
1456688	1455236	Eucvimsequencing_8_FD	CCA5899	Eucalyptus viminalis subsp. hentyensis	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	viminalis	hentyensis	E_viminalis_hentyensis_1
1456689	1455238	Eucvimsequencing_7_FD	CCA5900	Eucalyptus viminalis subsp. hentyensis	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	viminalis	hentyensis	E_viminalis_hentyensis_2
1456530	1454920	Eucvirsequencing_3_FD	CCA5648	Eucalyptus virginea	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Inflexae	virginea		E_virginea
1457151	1456162	Eucvoksequencing_2_FD	CCA1491	Eucalyptus vokesensis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	vokesensis		E_vokesensis
1456784	1455428	Eucwansequencing_8_FD	CCA0085	Eucalyptus wandoo subsp. pulverea	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	wandoo	pulverea	E_wandoo_pulverea_1
1456785	1455430	Eucwansequencing_7_FD	CCA0088	Eucalyptus wandoo subsp. pulverea	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	wandoo	pulverea	E_wandoo_pulverea_2
1456884	1455628	Eucwansequencing_6_FD	CCA0346	Eucalyptus wandoo subsp. wandoo	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	wandoo	wandoo	E_wandoo_wandoo
1456805	1455470	Eucwebsequencing_9_FD	CCA0142	Eucalyptus websteriana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_1
1456806	1455472	Eucwebsequencing_10_FD	CCA0143	Eucalyptus websteriana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_2
1456893	1455646	Eucwebsequencing_8_FD	CCA0326	Eucalyptus websteriana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_3
1456743	1455346	Eucwebsequencing_12_FD	CCA6085	Eucalyptus websteriana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_4
1456744	1455348	Eucwebsequencing_11_FD	CCA6087	Eucalyptus websteriana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_5
1457163	1456186	Eucwimsequencing_3_FD	CCA1523	Eucalyptus wimmerensis	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		wimmerensis		E_wimmerensis
1456978	1455816	Eucwoosequencing_3_FD	CCA0577	Eucalyptus woodwardii	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		woodwardii		E_woodwardii_1
1456984	1455828	Eucwoosequencing_4_FD	CCA0580	Eucalyptus woodwardii	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		woodwardii		E_woodwardii_2
1456789	1455438	Eucwyosequencing_2_FD	CCA0108	Eucalyptus wyolensis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	wyolensis		E_wyolensis
1456677	1455214	Eucxsequencing_21_FD	CCA5943	Eucalyptus x alpina								E_x_alpina_1
1456676	1455212	Eucxsequencing_20_FD	CCA5945	Eucalyptus x alpina								E_x_alpina_2
1456889	1455638	EucNAsequencing_14_FD	CCA0335	Eucalyptus x balanopelex								E_x_balanopelex
1456992	1455844	EucNAsequencing_25_FD	CCA0611	Eucalyptus x brachyphylla								E_x_brachyphylla_1
1456993	1455846	EucNAsequencing_24_FD	CCA0612	Eucalyptus x brachyphylla								E_x_brachyphylla_2
1456649	1455158	Eucxsequencing_29_FD	CCA5876	Eucalyptus x bunyip								E_x_bunyip_1
1456650	1455160	Eucxsequencing_24_FD	CCA5877	Eucalyptus x bunyip								E_x_bunyip_2
1456644	1455148	Eucxsequencing_28_FD	CCA5881	Eucalyptus x carolaniae								E_x_carolaniae_1
1456643	1455146	Eucxsequencing_27_FD	CCA5882	Eucalyptus x carolaniae								E_x_carolaniae_2
1456664	1455188	Eucxsequencing_26_FD	CCA5966	Eucalyptus x hawkeri								E_x_hawkeri_1
1456665	1455190	Eucxsequencing_25_FD	CCA5968	Eucalyptus x hawkeri								E_x_hawkeri_2
1457115	1456090	EucNAsequencing_33_FD	CCA1395	Eucalyptus x impensa								E_x_impensa
1456856	1455572	EucNAsequencing_16_FD	CCA0268	Eucalyptus x pruiniramis								E_x_pruiniramis
1456958	1455776	EucNAsequencing_26_FD	CCA0518	Eucalyptus x redimulicifera								E_x_redimulicifera
1456658	1455176	Eucxsequencing_22_FD	CCA5956	Eucalyptus x walshii								E_x_walshii_1
1456659	1455178	Eucxsequencing_23_FD	CCA5957	Eucalyptus x walshii								E_x_walshii_2
1456863	1455586	Eucxansequencing_5_FD	CCA0283	Eucalyptus xanthonema subsp. apposita	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	xanthonema	apposita	E_xanthonema_apposita
1456848	1455556	Eucxansequencing_6_FD	CCA0247	Eucalyptus xanthonema subsp. xanthonema	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	xanthonema	xanthonema	E_xanthonema_xanthonema
1456957	1455774	Eucxersequencing_4_FD	CCA0516	Eucalyptus xerothermica	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		xerothermica		E_xerothermica_1
1457059	1455978	Eucxersequencing_6_FD	CCA1199	Eucalyptus xerothermica	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		xerothermica		E_xerothermica_2
1457085	1456030	Eucxersequencing_5_FD	CCA1307	Eucalyptus xerothermica	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		xerothermica		E_xerothermica_3
1457031	1455922	Eucyalsequencing_3_FD	CCA1148	Eucalyptus yalatensis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	yalatensis		E_yalatensis
1456747	1455354	Eucyilsequencing_8_FD	CCA0010	Eucalyptus yilgarnensis	Eucalyptus	Symphyomyrtus	Bisectae	Heterostemones		yilgarnensis		E_yilgarnensis_1
1456748	1455356	Eucyilsequencing_7_FD	CCA0011	Eucalyptus yilgarnensis	Eucalyptus	Symphyomyrtus	Bisectae	Heterostemones		yilgarnensis		E_yilgarnensis_2
1456751	1455362	Eucyilsequencing_6_FD	CCA0012	Eucalyptus yilgarnensis	Eucalyptus	Symphyomyrtus	Bisectae	Heterostemones		yilgarnensis		E_yilgarnensis_3
1457166	1456192	Eucyilsequencing_9_FD	CCA1535	Eucalyptus yilgarnensis	Eucalyptus	Symphyomyrtus	Bisectae	Heterostemones		yilgarnensis		E_yilgarnensis_4
1457000	1455860	Eucyousequencing_3_FD	CCA0628	Eucalyptus youngiana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	youngiana		E_youngiana_1
1457247	1456354	Eucyousequencing_2_FD	CCA2842	Eucalyptus youngiana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	youngiana		E_youngiana_2
1457244	1456348	Eucyumsequencing_FD	CCA2835	Eucalyptus yumbarrana	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	yumbarrana		E_yumbarrana
1456908	1455676	Euczopsequencing_3_FD	CCA0379	Eucalyptus zopherophloia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Accedentes		zopherophloia		E_zopherophloia
