FieldID,RowTree,CurrentName,Voucher,Provenance,RowNum,YearPlanted,TreeNum,DNNumber,FieldComments,Date,FieldDetermination,Location,Description,Latitude,Longitude,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies
CCA0180,R015/T20,Eucalyptus subangusta subsp. cerina,DN 301,"Chiddarcooping Hill, WA",15,1993,20,301,NA,1992-12-13,Eucalyptus subangusta subsp. cerina,"Edge of Chiddarcooping Nature Reserve, north of Warralakin, Western Australia.",Mallee to 5m tall. Smooth grey bark. Dull blue-green leaves. Growing on brown loam with E. sheathiana and E. loxophleba ssp. lissophloia.,-30.8761111111111,118.705,NA,NA,NA,NA,NA,NA,NA
CCA0181,R015/T21,Eucalyptus subangusta subsp. cerina,DN 301,"Chiddarcooping Hill, WA",15,1993,21,301,NA,1992-12-13,Eucalyptus subangusta subsp. cerina,"Edge of Chiddarcooping Nature Reserve, north of Warralakin, Western Australia.",Mallee to 5m tall. Smooth grey bark. Dull blue-green leaves. Growing on brown loam with E. sheathiana and E. loxophleba ssp. lissophloia.,-30.8761111111111,118.705,NA,NA,NA,NA,NA,NA,NA
CCA0182,R015/T23,Eucalyptus subangusta subsp. cerina,DN 301,"Chiddarcooping Hill, WA",15,1993,23,301,NA,1992-12-13,Eucalyptus subangusta subsp. cerina,"Edge of Chiddarcooping Nature Reserve, north of Warralakin, Western Australia.",Mallee to 5m tall. Smooth grey bark. Dull blue-green leaves. Growing on brown loam with E. sheathiana and E. loxophleba ssp. lissophloia.,-30.8761111111111,118.705,NA,NA,NA,NA,NA,NA,NA
CCA0183,R015/T24,Eucalyptus densa subsp. improcera,DN 185,"Ravensthorpe, WA",15,1993,24,185,NA,1992-12-08,Eucalyptus densa subsp. improcera,At intersection of Aerodrome and Thomas Roads,Small dense mallee 2.5 m tall. Growing with E. perangusta ? and E. suggrandis ssp. suggrandis .,-33.3630555555556,119.925555555556,NA,NA,NA,NA,NA,NA,NA
CCA0184,R015/T27,Eucalyptus densa subsp. improcera,DN 185,"Ravensthorpe, WA",15,1993,27,185,NA,1992-12-08,Eucalyptus densa subsp. improcera,At intersection of Aerodrome and Thomas Roads,Small dense mallee 2.5 m tall. Growing with E. perangusta ? and E. suggrandis ssp. suggrandis .,-33.3630555555556,119.925555555556,NA,NA,NA,NA,NA,NA,NA
CCA0185,R015/T28,Eucalyptus preissiana subsp. lobata,DN 179,"Quaggi Beach, WA",15,1993,28,179,NA,1992-12-08,Eucalyptus preissiana subsp. lobata,NA,"Low mallee mostly <1 some to 2.5m tall. Bark smooth grey over light grey. Leaves dull blue-green. Just finished flowering (yellow). Growing on sand over limestone with E. tetragona, E. incrassata and E. uncinata.  Dominant plant.",-33.8219444444444,121.296944444444,Eucalyptus,Eucalyptus,'Frutices' ms,Preissianae,Pluriloculares,preissiana,lobata
CCA0186,R015/T31,Eucalyptus preissiana subsp. lobata,DN 179,"Quaggi Beach, WA",15,1993,31,179,NA,1992-12-08,Eucalyptus preissiana subsp. lobata,NA,"Low mallee mostly <1 some to 2.5m tall. Bark smooth grey over light grey. Leaves dull blue-green. Just finished flowering (yellow). Growing on sand over limestone with E. tetragona, E. incrassata and E. uncinata.  Dominant plant.",-33.8219444444444,121.296944444444,Eucalyptus,Eucalyptus,'Frutices' ms,Preissianae,Pluriloculares,preissiana,lobata
CCA0187,R015/T32,Eucalyptus rigidula,DN 292,"Ballidu, WA",15,1993,32,292,NA,1992-12-13,Eucalyptus rigidula,NA,Mallee to 5m tall. Mostly smooth creamy white to light grey bark.  Rough bark (to 2m on some mallees) grey hard. Glossy green leaves. Growing on grey loam on slight rise with Eucalyptus obtusiflora.,-30.6883333333333,116.771944444444,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,rigidula,
CCA0188,R015/T33,Eucalyptus rigidula,DN 292,"Ballidu, WA",15,1993,33,292,NA,1992-12-13,Eucalyptus rigidula,NA,Mallee to 5m tall. Mostly smooth creamy white to light grey bark.  Rough bark (to 2m on some mallees) grey hard. Glossy green leaves. Growing on grey loam on slight rise with Eucalyptus obtusiflora.,-30.6883333333333,116.771944444444,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,rigidula,
CCA0189,R015/T34,Eucalyptus rigidula,DN 292,"Ballidu, WA",15,1993,34,292,NA,1992-12-13,Eucalyptus rigidula,NA,Mallee to 5m tall. Mostly smooth creamy white to light grey bark.  Rough bark (to 2m on some mallees) grey hard. Glossy green leaves. Growing on grey loam on slight rise with Eucalyptus obtusiflora.,-30.6883333333333,116.771944444444,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,rigidula,
CCA0190,R015/T35,Eucalyptus rigidula,DN 292,"Ballidu, WA",15,1993,35,292,NA,1992-12-13,Eucalyptus rigidula,NA,Mallee to 5m tall. Mostly smooth creamy white to light grey bark.  Rough bark (to 2m on some mallees) grey hard. Glossy green leaves. Growing on grey loam on slight rise with Eucalyptus obtusiflora.,-30.6883333333333,116.771944444444,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,rigidula,
CCA0191,R016/T01,Eucalyptus tenuis,DN 326,"Mt Day, WA",16,1993,1,326,NA,1992-12-15,Eucalyptus tenuis,"North of Hyden to Norseman track on the Mt Day track, Western Australia.","Whipstick mallet to 8m tall. Smooth cream or light grey bark. Glossy green leaves. Growing in Eucalypt thickets with E. extensa, E. dundasii and E. urna with no understory.",-32.1241666666667,120.492222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,tenuis,
CCA0192,R016/T02,Eucalyptus tenuis,DN 326,"Mt Day, WA",16,1993,2,326,NA,1992-12-15,Eucalyptus tenuis,"North of Hyden to Norseman track on the Mt Day track, Western Australia.","Whipstick mallet to 8m tall. Smooth cream or light grey bark. Glossy green leaves. Growing in Eucalypt thickets with E. extensa, E. dundasii and E. urna with no understory.",-32.1241666666667,120.492222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,tenuis,
CCA0193,R016/T03,Eucalyptus tenuis,DN 326,"Mt Day, WA",16,1993,3,326,NA,1992-12-15,Eucalyptus tenuis,"North of Hyden to Norseman track on the Mt Day track, Western Australia.","Whipstick mallet to 8m tall. Smooth cream or light grey bark. Glossy green leaves. Growing in Eucalypt thickets with E. extensa, E. dundasii and E. urna with no understory.",-32.1241666666667,120.492222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,tenuis,
CCA0194,R016/T04,Eucalyptus tenuis,DN 326,"Mt Day, WA",16,1993,4,326,NA,1992-12-15,Eucalyptus tenuis,"North of Hyden to Norseman track on the Mt Day track, Western Australia.","Whipstick mallet to 8m tall. Smooth cream or light grey bark. Glossy green leaves. Growing in Eucalypt thickets with E. extensa, E. dundasii and E. urna with no understory.",-32.1241666666667,120.492222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,tenuis,
CCA0195,R016/T05,Eucalyptus salubris,DN 342,"Spinifex Range, WA",16,1993,5,342,NA,1992-12-15,Eucalyptus salubris,"North of Transline, Western Australia.","Small tree to 8m tall. Bark greenish coppery smooth. Highly glossy, dark green leaves. Growing in red sand with E. celastroides.",-30.7733333333333,122.838888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,salubris,
CCA0196,R016/T06,Eucalyptus salubris,DN 342,"Spinifex Range, WA",16,1993,6,342,NA,1992-12-15,Eucalyptus salubris,"North of Transline, Western Australia.","Small tree to 8m tall. Bark greenish coppery smooth. Highly glossy, dark green leaves. Growing in red sand with E. celastroides.",-30.7733333333333,122.838888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,salubris,
CCA0197,R016/T07,Eucalyptus salubris,DN 342,"Spinifex Range, WA",16,1993,7,342,NA,1992-12-15,Eucalyptus salubris,"North of Transline, Western Australia.","Small tree to 8m tall. Bark greenish coppery smooth. Highly glossy, dark green leaves. Growing in red sand with E. celastroides.",-30.7733333333333,122.838888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,salubris,
CCA0198,R016/T08,Eucalyptus salubris,DN 342,"Spinifex Range, WA",16,1993,8,342,NA,1992-12-15,Eucalyptus salubris,"North of Transline, Western Australia.","Small tree to 8m tall. Bark greenish coppery smooth. Highly glossy, dark green leaves. Growing in red sand with E. celastroides.",-30.7733333333333,122.838888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,salubris,
CCA0199,R016/T09,Eucalyptus clivicola,DN 193,"Ravensthorpe, WA",16,1993,9,193,NA,1992-12-04,Eucalyptus clivicola,9.4km from Eldverton turn off,"Mallet to 7m tall, with E. astringens on rise in landscape. Bark smooth grey. Leaves dull green.",-33.7008333333333,120.187777777778,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,
CCA0200,R016/T10,Eucalyptus clivicola,DN 193,"Ravensthorpe, WA",16,1993,10,193,NA,1992-12-04,Eucalyptus clivicola,9.4km from Eldverton turn off,"Mallet to 7m tall, with E. astringens on rise in landscape. Bark smooth grey. Leaves dull green.",-33.7008333333333,120.187777777778,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,
CCA0201,R016/T14,Eucalyptus georgei subsp. georgei,DN 325,"Mt Day, WA",16,1993,14,325,NA,1992-12-15,Eucalyptus georgei subsp. georgei,"Hyden to Norseman track, just west of Bremer range turnoff, Western Australia.","Small tree, whipstick when young. Smooth ribbony light grey bark. Dull grey-green leaves. Glaucous buds, twigs and fruit. Growing in pure stands with E. salubris.",-32.2211111111111,120.498611111111,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,georgei,georgei
CCA0202,R016/T15,Eucalyptus georgei subsp. georgei,DN 325,"Mt Day, WA",16,1993,15,325,NA,1992-12-15,Eucalyptus georgei subsp. georgei,"Hyden to Norseman track, just west of Bremer range turnoff, Western Australia.","Small tree, whipstick when young. Smooth ribbony light grey bark. Dull grey-green leaves. Glaucous buds, twigs and fruit. Growing in pure stands with E. salubris.",-32.2211111111111,120.498611111111,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,georgei,georgei
CCA0203,R016/T17,Eucalyptus tenera,DN 238,"Lake Chinocup, WA",16,1993,17,238,NA,1992-12-10,Eucalyptus tenera,WA,"Small mallee to 4m tall. Growing on white sand with E. flocktoniae, E. obesa, E. pileata and E. sparsicoma. Bark brown glossy. Leaves olive green.",-33.5311111111111,118.376944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,tenera,
CCA0204,R016/T18,Eucalyptus tenera,DN 238,"Lake Chinocup, WA",16,1993,18,238,NA,1992-12-10,Eucalyptus tenera,WA,"Small mallee to 4m tall. Growing on white sand with E. flocktoniae, E. obesa, E. pileata and E. sparsicoma. Bark brown glossy. Leaves olive green.",-33.5311111111111,118.376944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,tenera,
CCA0205,R016/T19,Eucalyptus tenera,DN 238,"Lake Chinocup, WA",16,1993,19,238,NA,1992-12-10,Eucalyptus tenera,WA,"Small mallee to 4m tall. Growing on white sand with E. flocktoniae, E. obesa, E. pileata and E. sparsicoma. Bark brown glossy. Leaves olive green.",-33.5311111111111,118.376944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,tenera,
CCA0206,R016/T20,Eucalyptus tenera,DN 238,"Lake Chinocup, WA",16,1993,20,238,NA,1992-12-10,Eucalyptus tenera,WA,"Small mallee to 4m tall. Growing on white sand with E. flocktoniae, E. obesa, E. pileata and E. sparsicoma. Bark brown glossy. Leaves olive green.",-33.5311111111111,118.376944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,tenera,
CCA0207,R016/T23,Eucalyptus macrocarpa subsp. elachantha,DN 250,"Cataby, WA",16,1993,23,250,NA,1992-12-11,Eucalyptus macrocarpa subsp. elachantha,WA,"Low, sprawling, effuse mallee 2m tall x 8m wide. Growing on sandplain in pure thickets in low heath. Bark smooth, ribbony. Flowers pale pink to red in full flower.",-30.7716666666667,115.564444444444,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Xylocarpae,macrocarpa,elachantha
CCA0208,R016/T24,Eucalyptus merrickiae,DN 156,"Truslove, WA",16,1993,24,156,NA,1992-12-06,Eucalyptus merrickiae,NA,Growing with E. halophila. Bark rough over most of stems. Dull green leaves.,-33.3394444444444,121.760555555556,Eucalyptus,Symphyomyrtus,Dumaria,Merrickianae,,merrickiae,
CCA0209,R016/T25,Eucalyptus merrickiae,DN 156,"Truslove, WA",16,1993,25,156,NA,1992-12-06,Eucalyptus merrickiae,NA,Growing with E. halophila. Bark rough over most of stems. Dull green leaves.,-33.3394444444444,121.760555555556,Eucalyptus,Symphyomyrtus,Dumaria,Merrickianae,,merrickiae,
CCA0210,R016/T27,Eucalyptus merrickiae,DN 156,"Truslove, WA",16,1993,27,156,NA,1992-12-06,Eucalyptus merrickiae,NA,Growing with E. halophila. Bark rough over most of stems. Dull green leaves.,-33.3394444444444,121.760555555556,Eucalyptus,Symphyomyrtus,Dumaria,Merrickianae,,merrickiae,
CCA0211,R016/T33,Eucalyptus foliosa,DN 161,"Scaddan, WA",16,1993,33,161,NA,1992-12-06,Eucalyptus foliosa,NA,"Mallee to 4m tall, near salt lake with E. uncinata, leaves dull, slightly blue green.",-33.4822222222222,121.707222222222,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,foliosa,
CCA0212,R016/T34,Eucalyptus foliosa,DN 161,"Scaddan, WA",16,1993,34,161,NA,1992-12-06,Eucalyptus foliosa,NA,"Mallee to 4m tall, near salt lake with E. uncinata, leaves dull, slightly blue green.",-33.4822222222222,121.707222222222,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,foliosa,
CCA0213,R016/T36,Eucalyptus robusta,DN 638,"Williamtown, NSW",16,1994,36,638,NA,1993-12-02,Eucalyptus robusta,"Near Williamtown, New South Wales.","Tree 12 m tall. Bark rough and thick, brown. Leaves discolourous, glossy, dark green. Growing in swamp with Melaleuca sp. Newcastle Map.",-32.8147222222222,151.77,Eucalyptus,Symphyomyrtus,Latoangulatae,'Robustae' ms,,robusta,
CCA0214,R016/T40,Eucalyptus camphora subsp. camphora,DN 616,"Wingello, NSW",16,1994,40,616,NA,1993-12-01,Eucalyptus camphora subsp. camphora (aquatica),NSW,"Mallee 5m tall. Bark smooth ad ribbony grey over orange. Leaves glossy green. Growing in river flat immediately next to permanent creek. Nearby is E. radiata, E. pauciflora and E. mannifera gullickii. Woolongong. Photos.",-34.6572222222222,150.216944444444,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,camphora,camphora
CCA0215,R016/T41,Eucalyptus camphora subsp. camphora,DN 616,"Wingello, NSW",16,1994,41,616,NA,1993-12-01,Eucalyptus camphora subsp. camphora (aquatica),NSW,"Mallee 5m tall. Bark smooth ad ribbony grey over orange. Leaves glossy green. Growing in river flat immediately next to permanent creek. Nearby is E. radiata, E. pauciflora and E. mannifera gullickii. Woolongong. Photos.",-34.6572222222222,150.216944444444,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,camphora,camphora
CCA0216,R016/T42,Eucalyptus camphora subsp. camphora,DN 616,"Wingello, NSW",16,1994,42,616,NA,1993-12-01,Eucalyptus camphora subsp. camphora (aquatica),NSW,"Mallee 5m tall. Bark smooth ad ribbony grey over orange. Leaves glossy green. Growing in river flat immediately next to permanent creek. Nearby is E. radiata, E. pauciflora and E. mannifera gullickii. Woolongong. Photos.",-34.6572222222222,150.216944444444,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,camphora,camphora
CCA0217,R016/T43,Eucalyptus camphora subsp. camphora,DN 616,"Wingello, NSW",16,1994,43,616,NA,1993-12-01,Eucalyptus camphora subsp. camphora (aquatica),NSW,"Mallee 5m tall. Bark smooth ad ribbony grey over orange. Leaves glossy green. Growing in river flat immediately next to permanent creek. Nearby is E. radiata, E. pauciflora and E. mannifera gullickii. Woolongong. Photos.",-34.6572222222222,150.216944444444,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,camphora,camphora
CCA0218,R016/T44,Eucalyptus stellulata,DN 582,"Omeo, Vic",16,1994,44,582,NA,1993-11-28,Eucalyptus stellulata,Vic.,"Small tree 9m tall. Bark rough and thick, dark grey for about 3m then smooth grey and olive. Leaves glossy dark green. Growing on swampy hillside with E. pauciflora. Bairnsdale.",-37.0130555555556,147.569166666667,Eucalyptus,Eucalyptus,Eucalyptus,Longitudinales,,stellulata,
CCA0219,R017/T01,Eucalyptus suggrandis subsp. suggrandis,DN 197,"Ravensthorpe, WA",17,1993,1,197,NA,1992-12-09,Eucalyptus suggrandis subsp. suggrandis,WA,Erect mallee 3m tall. Growing with E. incrassata and E. phaenophylla ssp. interjacens. Leaves glossy olive green.,-33.7347222222222,120.191111111111,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,suggrandis
CCA0220,R017/T02,Eucalyptus suggrandis subsp. suggrandis,DN 197,"Ravensthorpe, WA",17,1993,2,197,NA,1992-12-09,Eucalyptus suggrandis subsp. suggrandis,WA,Erect mallee 3m tall. Growing with E. incrassata and E. phaenophylla ssp. interjacens. Leaves glossy olive green.,-33.7347222222222,120.191111111111,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,suggrandis
CCA0221,R017/T03,Eucalyptus suggrandis subsp. suggrandis,DN 197,"Ravensthorpe, WA",17,1993,3,197,NA,1992-12-09,Eucalyptus suggrandis subsp. suggrandis,WA,Erect mallee 3m tall. Growing with E. incrassata and E. phaenophylla ssp. interjacens. Leaves glossy olive green.,-33.7347222222222,120.191111111111,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,suggrandis
CCA0222,R017/T05,Eucalyptus loxophleba subsp. lissophloia,DN 139,"McPherson Rock, WA",17,1993,5,139,NA,1992-12-06,Eucalyptus loxophleba subsp. lissophloia,"South of Norseman (where road detours around rocky outcrop), Western Australia.",Mallee to 5 metres tall. Pure stand. Smooth coppery bark. PERTH,-32.4538888888889,121.691666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Loxophlebae,,loxophleba,lissophloia
CCA0223,R017/T06,Eucalyptus loxophleba subsp. lissophloia,DN 139,"McPherson Rock, WA",17,1993,6,139,NA,1992-12-06,Eucalyptus loxophleba subsp. lissophloia,"South of Norseman (where road detours around rocky outcrop), Western Australia.",Mallee to 5 metres tall. Pure stand. Smooth coppery bark. PERTH,-32.4538888888889,121.691666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Loxophlebae,,loxophleba,lissophloia
CCA0224,R017/T07,Eucalyptus loxophleba subsp. lissophloia,DN 139,"McPherson Rock, WA",17,1993,7,139,NA,1992-12-06,Eucalyptus loxophleba subsp. lissophloia,"South of Norseman (where road detours around rocky outcrop), Western Australia.",Mallee to 5 metres tall. Pure stand. Smooth coppery bark. PERTH,-32.4538888888889,121.691666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Loxophlebae,,loxophleba,lissophloia
CCA0225,R017/T08,Eucalyptus loxophleba subsp. lissophloia,DN 139,"McPherson Rock, WA",17,1993,8,139,NA,1992-12-06,Eucalyptus loxophleba subsp. lissophloia,"South of Norseman (where road detours around rocky outcrop), Western Australia.",Mallee to 5 metres tall. Pure stand. Smooth coppery bark. PERTH,-32.4538888888889,121.691666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Loxophlebae,,loxophleba,lissophloia
CCA0226,R017/T12,Eucalyptus cylindriflora,DN 144,"Salmon Gums, WA",17,1993,12,144,NA,1992-12-06,Eucalyptus cylindriflora,NA,Mallee 4m tall. With E. valens and E. diptera.,-32.8719444444444,121.591388888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Elongatae,,cylindriflora,
CCA0227,R017/T13,Eucalyptus pileata,DN 191,"Newdegate, WA",17,1993,13,191,NA,1992-12-04,Eucalyptus pileata,WA,Mallee 3m tall growing with E. viridans and E. eremophila. Bark smooth dark grey over cream. In flower (cream).,-33.2911111111111,119.312222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,pileata,
CCA0228,R017/T15,Eucalyptus pileata,DN 191,"Newdegate, WA",17,1993,15,191,NA,1992-12-04,Eucalyptus pileata,WA,Mallee 3m tall growing with E. viridans and E. eremophila. Bark smooth dark grey over cream. In flower (cream).,-33.2911111111111,119.312222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,pileata,
CCA0229,R017/T16,Eucalyptus varia,DN 167,"Condingup, WA",17,1993,16,167,NA,1992-12-08,Eucalyptus varia,NA,"Mallee (spreading) to 6m tall. Pure stand, E. occidentalis nearby. Bark slightly rough (ribbony) for 1m then smooth. Leaves dull blue green.",-33.7483333333333,122.156111111111,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,varia,
CCA0230,R017/T18,Eucalyptus varia,DN 167,"Condingup, WA",17,1993,18,167,NA,1992-12-08,Eucalyptus varia,NA,"Mallee (spreading) to 6m tall. Pure stand, E. occidentalis nearby. Bark slightly rough (ribbony) for 1m then smooth. Leaves dull blue green.",-33.7483333333333,122.156111111111,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,varia,
CCA0231,R017/T20,Eucalyptus leptocalyx subsp. leptocalyx,DN 153,"Grass Patch, WA",17,1993,20,153,NA,1992-12-06,Eucalyptus leptocalyx subsp. leptocalyx,NA,"Mallee, smooth bark, glossy dark green leaves. Growing with E. dolichorrhyncha.",-33.1594444444444,121.446388888889,Eucalyptus,Symphyomyrtus,Dumaria,Furfuraceae,,leptocalyx,leptocalyx
CCA0232,R017/T25,Eucalyptus captiosa,DN 203,"Needilup, WA",17,1993,25,203,NA,1992-12-09,Eucalyptus captiosa,NA,Mallee (erect) to 5m tall with E. xanthonema ssp. apposita.,-33.9547222222222,118.713888888889,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,captiosa,
CCA0233,R017/T30,Eucalyptus ecostata,DN 198,"Hopetoun, WA",17,1993,30,198,NA,1992-12-09,Eucalyptus ecostata,Corner  Middle and Tamarine Roads,Large mallee to 6m tall. In scrub with E. tetragona. Bark smooth grey.,-33.8113888888889,120.293055555556,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ecostata,
CCA0234,R018/T01,Eucalyptus desmondensis x E. occidentalis,DN 192,"Desmond, WA",18,1993,1,192,NA,1992-12-04,Eucalyptus desmondensis,NA,"Mallee, scraggly, 3m tall. In Casuarina heath as an emergent. Leaves dull blue-green to glaucous. Flowering.",-33.6183333333333,120.136388888889,NA,NA,NA,NA,NA,NA,NA
CCA0235,R018/T02,Eucalyptus desmondensis,DN 192,"Desmond, WA",18,1993,2,192,NA,1992-12-04,Eucalyptus desmondensis,NA,"Mallee, scraggly, 3m tall. In Casuarina heath as an emergent. Leaves dull blue-green to glaucous. Flowering.",-33.6183333333333,120.136388888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Desmondenses,desmondensis,
CCA0236,R018/T04,Eucalyptus vegrandis subsp. vegrandis,DN 201,"near Needilup, WA",18,1993,4,201,NA,1992-12-09,Eucalyptus vegrandis subsp. vegrandis,"Opposite loading shed, WA",Mallee to 4m tall with E. xanthonema ssp. xanthonema and  E. astringens.,-33.9544444444444,118.769722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vegrandis,vegrandis
CCA0237,R018/T05,Eucalyptus vegrandis subsp. vegrandis,DN 201,"near Needilup, WA",18,1993,5,201,NA,1992-12-09,Eucalyptus vegrandis subsp. vegrandis,"Opposite loading shed, WA",Mallee to 4m tall with E. xanthonema ssp. xanthonema and  E. astringens.,-33.9544444444444,118.769722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vegrandis,vegrandis
CCA0238,R018/T07,Eucalyptus vegrandis subsp. vegrandis,DN 201,"near Needilup, WA",18,1993,7,201,NA,1992-12-09,Eucalyptus vegrandis subsp. vegrandis,"Opposite loading shed, WA",Mallee to 4m tall with E. xanthonema ssp. xanthonema and  E. astringens.,-33.9544444444444,118.769722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vegrandis,vegrandis
CCA0239,R018/T14,Eucalyptus gittinsii subsp. illucida,DN 252,"Mt Misery, WA",18,1993,14,252,NA,1992-12-11,Eucalyptus gittinsii subsp. illucida,NA,Mallee to 3m tall on S side of Mt. Misery with E. arachnea and E. abdita.,-30.6972222222222,115.614722222222,Eucalyptus,Eudesmia,Limbatae,Heteropterae,Tetraedrae,gittinsii,illucida
CCA0240,R018/T15,Eucalyptus gittinsii subsp. illucida,DN 252,"Mt Misery, WA",18,1993,15,252,NA,1992-12-11,Eucalyptus gittinsii subsp. illucida,NA,Mallee to 3m tall on S side of Mt. Misery with E. arachnea and E. abdita.,-30.6972222222222,115.614722222222,Eucalyptus,Eudesmia,Limbatae,Heteropterae,Tetraedrae,gittinsii,illucida
CCA0241,R018/T19,Eucalyptus phaenophylla,DN 235,"Chinocup Lake, WA",18,1993,19,235,NA,1992-12-10,Eucalyptus phaenophylla,4.7km from Nyabing-Pingrup Road on Chinacup Road,"Mallee to 4m tall. Growing on slight rise on gravelly sand. Bark smooth, dark grey. Leaves glossy green.",-33.5525,118.375833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,phaenophylla,
CCA0242,R018/T21,Eucalyptus phaenophylla,DN 235,"Chinocup Lake, WA",18,1993,21,235,NA,1992-12-10,Eucalyptus phaenophylla,4.7km from Nyabing-Pingrup Road on Chinacup Road,"Mallee to 4m tall. Growing on slight rise on gravelly sand. Bark smooth, dark grey. Leaves glossy green.",-33.5525,118.375833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,phaenophylla,
CCA0243,R018/T22,Eucalyptus phaenophylla,DN 235,"Chinocup Lake, WA",18,1993,22,235,NA,1992-12-10,Eucalyptus phaenophylla,4.7km from Nyabing-Pingrup Road on Chinacup Road,"Mallee to 4m tall. Growing on slight rise on gravelly sand. Bark smooth, dark grey. Leaves glossy green.",-33.5525,118.375833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,phaenophylla,
CCA0244,R018/T23,Eucalyptus xanthonema subsp. xanthonema,DN 202,"Needilup, WA",18,1993,23,202,NA,1992-12-09,Eucalyptus xanthonema,WA,"Mallee 4m tall with E. vergrandis and E. astringens. Bark smooth. Leaves dull, green .",-33.9544444444444,118.769722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,xanthonema,xanthonema
CCA0245,R018/T24,Eucalyptus xanthonema subsp. xanthonema,DN 202,"Needilup, WA",18,1993,24,202,NA,1992-12-09,Eucalyptus xanthonema,WA,"Mallee 4m tall with E. vergrandis and E. astringens. Bark smooth. Leaves dull, green .",-33.9544444444444,118.769722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,xanthonema,xanthonema
CCA0246,R018/T25,Eucalyptus xanthonema subsp. xanthonema,DN 202,"Needilup, WA",18,1993,25,202,NA,1992-12-09,Eucalyptus xanthonema,WA,"Mallee 4m tall with E. vergrandis and E. astringens. Bark smooth. Leaves dull, green .",-33.9544444444444,118.769722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,xanthonema,xanthonema
