FieldID,RowTree,CurrentName,Voucher,Provenance,RowNum,YearPlanted,TreeNum,DNNumber,FieldComments,Date,FieldDetermination,Location,Description,Latitude,Longitude,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies
CCA0247,R018/T26,Eucalyptus xanthonema subsp. xanthonema,DN 202,"Needilup, WA",18,1993,26,202,NA,1992-12-09,Eucalyptus xanthonema,WA,"Mallee 4m tall with E. vergrandis and E. astringens. Bark smooth. Leaves dull, green .",-33.9544444444444,118.769722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,xanthonema,xanthonema
CCA0248,R018/T34,Eucalyptus micranthera,DN 172,"Condingup, WA",18,1993,34,172,NA,1992-12-08,Eucalyptus micranthera,NA,"Mallee erect to 4m tall, with E. eyreana, E. uncinata, E. leptocalyx, and E. varia ssp. varia. Bark smooth grey. Leaves slightly glossy green.",-33.8138888888889,122.48,Eucalyptus,Symphyomyrtus,Bisectae,Micrantherae,Micrantherae,micranthera,
CCA0249,R019/T05,Eucalyptus capillosa,DN 241,"Kulin, WA",19,1993,5,241,NA,1992-12-11,Eucalyptus capillosa (polyclada),NA,"Large, robust mallee to 8m tall. Growing on slight rise in pure stands. Bark mottled grey over cream.",-32.6233333333333,118.195833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,capillosa,
CCA0250,R019/T06,Eucalyptus capillosa,DN 241,"Kulin, WA",19,1993,6,241,NA,1992-12-11,Eucalyptus capillosa (polyclada),NA,"Large, robust mallee to 8m tall. Growing on slight rise in pure stands. Bark mottled grey over cream.",-32.6233333333333,118.195833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,capillosa,
CCA0251,R019/T07,Eucalyptus capillosa,DN 241,"Kulin, WA",19,1993,7,241,NA,1992-12-11,Eucalyptus capillosa (polyclada),NA,"Large, robust mallee to 8m tall. Growing on slight rise in pure stands. Bark mottled grey over cream.",-32.6233333333333,118.195833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,capillosa,
CCA0252,R019/T08,Eucalyptus capillosa,DN 241,"Kulin, WA",19,1993,8,241,NA,1992-12-11,Eucalyptus capillosa (polyclada),NA,"Large, robust mallee to 8m tall. Growing on slight rise in pure stands. Bark mottled grey over cream.",-32.6233333333333,118.195833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,capillosa,
CCA0253,R019/T09,Eucalyptus synandra,DN 297,"Jingymia, WA",19,1993,9,297,NA,1992-12-13,Eucalyptus synandra,5.2km S of Jungymia,"Mallee to 5m tall, scraggly, weeping branches. No other Eucalypt species in immediate surrounds. Pink tan over white smooth bark. Dull green leaves, glaucous branchlets. Flowers cream, maturing pink, in early flower, buds cream or pink",-30.5147222222222,117.409722222222,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Leptopodae,synandra,
CCA0254,R019/T10,Eucalyptus synandra,DN 297,"Jingymia, WA",19,1993,10,297,NA,1992-12-13,Eucalyptus synandra,5.2km S of Jungymia,"Mallee to 5m tall, scraggly, weeping branches. No other Eucalypt species in immediate surrounds. Pink tan over white smooth bark. Dull green leaves, glaucous branchlets. Flowers cream, maturing pink, in early flower, buds cream or pink",-30.5147222222222,117.409722222222,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Leptopodae,synandra,
CCA0255,R019/T11,Eucalyptus synandra,DN 297,"Jingymia, WA",19,1993,11,297,NA,1992-12-13,Eucalyptus synandra,5.2km S of Jungymia,"Mallee to 5m tall, scraggly, weeping branches. No other Eucalypt species in immediate surrounds. Pink tan over white smooth bark. Dull green leaves, glaucous branchlets. Flowers cream, maturing pink, in early flower, buds cream or pink",-30.5147222222222,117.409722222222,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Leptopodae,synandra,
CCA0256,R019/T12,Eucalyptus synandra,DN 297,"Jingymia, WA",19,1993,12,297,NA,1992-12-13,Eucalyptus synandra,5.2km S of Jungymia,"Mallee to 5m tall, scraggly, weeping branches. No other Eucalypt species in immediate surrounds. Pink tan over white smooth bark. Dull green leaves, glaucous branchlets. Flowers cream, maturing pink, in early flower, buds cream or pink",-30.5147222222222,117.409722222222,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Leptopodae,synandra,
CCA0257,R019/T18,Eucalyptus histophylla,DN 124,"Balladonia, WA",19,1993,18,124,NA,1992-12-06,Eucalyptus histophylla,WA,Growing with E. leptophylla. Smooth light grey bark. Dull blue-green leaves.,-32.1986111111111,123.319166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,histophylla,
CCA0258,R019/T19,Eucalyptus histophylla,DN 124,"Balladonia, WA",19,1993,19,124,NA,1992-12-06,Eucalyptus histophylla,WA,Growing with E. leptophylla. Smooth light grey bark. Dull blue-green leaves.,-32.1986111111111,123.319166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,histophylla,
CCA0259,R019/T20,Eucalyptus histophylla,DN 124,"Balladonia, WA",19,1993,20,124,NA,1992-12-06,Eucalyptus histophylla,WA,Growing with E. leptophylla. Smooth light grey bark. Dull blue-green leaves.,-32.1986111111111,123.319166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,histophylla,
CCA0260,R019/T22,Eucalyptus crucis subsp. lanceolata,DN 303,"Chiddarcooping Hill, WA",19,1993,22,303,NA,1992-12-13,Eucalyptus crucis subsp. lanceolata,"Chiddarcooping Hill, north of Warralakin, Western Australia.","Mallee to 8m tall. Red -brown minirichi bark becoming thick, but soft and flaky for bottom 50-150cm. Dull, light green leaves. Growing at base of granite dome with no other eucalypt species.",-30.8761111111111,118.705,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Orbifoliae,crucis,lanceolata
CCA0261,R019/T23,Eucalyptus crucis subsp. lanceolata,DN 303,"Chiddarcooping Hill, WA",19,1993,23,303,NA,1992-12-13,Eucalyptus crucis subsp. lanceolata,"Chiddarcooping Hill, north of Warralakin, Western Australia.","Mallee to 8m tall. Red -brown minirichi bark becoming thick, but soft and flaky for bottom 50-150cm. Dull, light green leaves. Growing at base of granite dome with no other eucalypt species.",-30.8761111111111,118.705,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Orbifoliae,crucis,lanceolata
CCA0262,R019/T24,Eucalyptus crucis subsp. lanceolata,DN 303,"Chiddarcooping Hill, WA",19,1993,24,303,NA,1992-12-13,Eucalyptus crucis subsp. lanceolata,"Chiddarcooping Hill, north of Warralakin, Western Australia.","Mallee to 8m tall. Red -brown minirichi bark becoming thick, but soft and flaky for bottom 50-150cm. Dull, light green leaves. Growing at base of granite dome with no other eucalypt species.",-30.8761111111111,118.705,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Orbifoliae,crucis,lanceolata
CCA0263,R019/T26,Eucalyptus kochii subsp. borealis,DN 277,"Mullewa, WA",19,1993,26,277,NA,1992-12-12,Eucalyptus kochii subsp. borealis,"East of Mullewa, Western Australia.","Mallee 5 metres tall. Pure stand on red clay loam. Bark rough, hard furrowed, brown over dark grey. Leaves glossy green. PERTH",-28.5766666666667,115.778611111111,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,borealis
CCA0264,R019/T27,Eucalyptus kochii subsp. borealis,DN 277,"Mullewa, WA",19,1993,27,277,NA,1992-12-12,Eucalyptus kochii subsp. borealis,"East of Mullewa, Western Australia.","Mallee 5 metres tall. Pure stand on red clay loam. Bark rough, hard furrowed, brown over dark grey. Leaves glossy green. PERTH",-28.5766666666667,115.778611111111,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,borealis
CCA0265,R019/T28,Eucalyptus kochii subsp. borealis,DN 277,"Mullewa, WA",19,1993,28,277,NA,1992-12-12,Eucalyptus kochii subsp. borealis,"East of Mullewa, Western Australia.","Mallee 5 metres tall. Pure stand on red clay loam. Bark rough, hard furrowed, brown over dark grey. Leaves glossy green. PERTH",-28.5766666666667,115.778611111111,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,borealis
CCA0266,R019/T29,Eucalyptus delicata,DN 149,"Lort River, WA",19,1993,29,149,NA,1992-12-06,Eucalyptus delicata,NA,Tree 12m tall on mallee sandplain with E. valens and E. flocktoniae bark rough for ~2m. Leaves very glossy.,-33.0558333333333,121.174166666667,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,delicata,
CCA0267,R019/T30,Eucalyptus delicata,DN 149,"Lort River, WA",19,1993,30,149,NA,1992-12-06,Eucalyptus delicata,NA,Tree 12m tall on mallee sandplain with E. valens and E. flocktoniae bark rough for ~2m. Leaves very glossy.,-33.0558333333333,121.174166666667,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,delicata,
CCA0268,R020/T01,Eucalyptus x pruiniramis,DN 284,"Watheroo, WA",20,1993,1,284,NA,1992-12-13,Eucalyptus pruiniramis,NA,"Scraggly mallee to 6m. Pure stand in farmland on yellow sand. Rough flaky red-brown bark to 2m then grey-brown smooth bark. Leaves dull blue-green, twigs glaucous",-30.2625,116.0325,NA,NA,NA,NA,NA,NA,NA
CCA0269,R020/T02,Eucalyptus x pruiniramis,DN 284,"Watheroo, WA",20,1993,2,284,NA,1992-12-13,Eucalyptus pruiniramis,NA,"Scraggly mallee to 6m. Pure stand in farmland on yellow sand. Rough flaky red-brown bark to 2m then grey-brown smooth bark. Leaves dull blue-green, twigs glaucous",-30.2625,116.0325,NA,NA,NA,NA,NA,NA,NA
CCA0270,R020/T03,Eucalyptus myriadena,DN 321,"Forrestania, WA",20,1993,3,321,NA,1992-12-13,Eucalyptus myriadena (parviflora),"North of Forrestania cross-roads east of Hyden, Western Australia.",Tree to 15m tall. Growing in low clay area in pure stands. Rough thick hard dark grey bark to larger branches then smooth yellow-grey. Glossy dark green leaves,-32.3686111111111,119.749444444444,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0271,R020/T04,Eucalyptus myriadena,DN 321,"Forrestania, WA",20,1993,4,321,NA,1992-12-13,Eucalyptus myriadena (parviflora),"North of Forrestania cross-roads east of Hyden, Western Australia.",Tree to 15m tall. Growing in low clay area in pure stands. Rough thick hard dark grey bark to larger branches then smooth yellow-grey. Glossy dark green leaves,-32.3686111111111,119.749444444444,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0272,R020/T05,Eucalyptus myriadena,DN 321,"Forrestania, WA",20,1993,5,321,NA,1992-12-13,Eucalyptus myriadena (parviflora),"North of Forrestania cross-roads east of Hyden, Western Australia.",Tree to 15m tall. Growing in low clay area in pure stands. Rough thick hard dark grey bark to larger branches then smooth yellow-grey. Glossy dark green leaves,-32.3686111111111,119.749444444444,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0273,R020/T06,Eucalyptus myriadena,DN 321,"Forrestania, WA",20,1993,6,321,NA,1992-12-13,Eucalyptus myriadena (parviflora),"North of Forrestania cross-roads east of Hyden, Western Australia.",Tree to 15m tall. Growing in low clay area in pure stands. Rough thick hard dark grey bark to larger branches then smooth yellow-grey. Glossy dark green leaves,-32.3686111111111,119.749444444444,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0274,R020/T07,Eucalyptus quaerenda,DN 237,"Chinocup Lake, WA",20,1993,7,237,NA,1992-12-10,Eucalyptus quaerenda,"West side of Lake Chinocup, near Pingrup, Western Australia.","Dense mallee to 4 metres tall. In sandy heath. Bark smooth creamy white becoming ribbony at base. Leaves Slightly glossy green. Collected off numbered mallees. specimen - 4140, seed - 4140, 4190 & others. PERTH",-33.5336111111111,118.392777777778,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,quaerenda,
CCA0275,R020/T08,Eucalyptus quaerenda,DN 237,"Chinocup Lake, WA",20,1993,8,237,NA,1992-12-10,Eucalyptus quaerenda,"West side of Lake Chinocup, near Pingrup, Western Australia.","Dense mallee to 4 metres tall. In sandy heath. Bark smooth creamy white becoming ribbony at base. Leaves Slightly glossy green. Collected off numbered mallees. specimen - 4140, seed - 4140, 4190 & others. PERTH",-33.5336111111111,118.392777777778,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,quaerenda,
CCA0276,R020/T09,Eucalyptus quaerenda,DN 237,"Chinocup Lake, WA",20,1993,9,237,NA,1992-12-10,Eucalyptus quaerenda,"West side of Lake Chinocup, near Pingrup, Western Australia.","Dense mallee to 4 metres tall. In sandy heath. Bark smooth creamy white becoming ribbony at base. Leaves Slightly glossy green. Collected off numbered mallees. specimen - 4140, seed - 4140, 4190 & others. PERTH",-33.5336111111111,118.392777777778,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,quaerenda,
CCA0277,R020/T10,Eucalyptus quaerenda,DN 237,"Chinocup Lake, WA",20,1993,10,237,NA,1992-12-10,Eucalyptus quaerenda,"West side of Lake Chinocup, near Pingrup, Western Australia.","Dense mallee to 4 metres tall. In sandy heath. Bark smooth creamy white becoming ribbony at base. Leaves Slightly glossy green. Collected off numbered mallees. specimen - 4140, seed - 4140, 4190 & others. PERTH",-33.5336111111111,118.392777777778,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,quaerenda,
CCA0278,R020/T11,Eucalyptus kochii subsp. kochii,DN 288,"Pithara, WA",20,1993,11,288,NA,1992-12-13,Eucalyptus kochii subsp. kochii,"East of Dalwallinu, Western Australia.","Mallee to 6 metres tall. Dark grey, rough, slightly stringy bark to smaller branches. Glossy green leaves. Growing on brown loan with Eucalyptus erthronema var. marginata and E. subangusta.  PERTH",-30.2838888888889,116.873055555556,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,kochii
CCA0279,R020/T13,Eucalyptus kochii subsp. kochii,DN 288,"Pithara, WA",20,1993,13,288,NA,1992-12-13,Eucalyptus kochii subsp. kochii,"East of Dalwallinu, Western Australia.","Mallee to 6 metres tall. Dark grey, rough, slightly stringy bark to smaller branches. Glossy green leaves. Growing on brown loan with Eucalyptus erthronema var. marginata and E. subangusta.  PERTH",-30.2838888888889,116.873055555556,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,kochii
CCA0280,R020/T14,Eucalyptus kochii subsp. kochii,DN 288,"Pithara, WA",20,1993,14,288,NA,1992-12-13,Eucalyptus kochii subsp. kochii,"East of Dalwallinu, Western Australia.","Mallee to 6 metres tall. Dark grey, rough, slightly stringy bark to smaller branches. Glossy green leaves. Growing on brown loan with Eucalyptus erthronema var. marginata and E. subangusta.  PERTH",-30.2838888888889,116.873055555556,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,kochii
CCA0281,R020/T16,Eucalyptus incerata,DN 327,"Mt Day, WA",20,1993,16,327,NA,1992-12-15,Eucalyptus incerata,"North of Hyden to Norseman track on the Mt Day track, Western Australia.","Large mallee to 7m tall. Smooth light grey bark. Dull, glaucous grey leaves maturing to glossy olive green after 2 years growth. Growing in pure stand as understory to E. salmonophloia.",-32.1111111111111,120.434722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,incerata,
CCA0282,R020/T17,Eucalyptus incerata,DN 327,"Mt Day, WA",20,1993,17,327,NA,1992-12-15,Eucalyptus incerata,"North of Hyden to Norseman track on the Mt Day track, Western Australia.","Large mallee to 7m tall. Smooth light grey bark. Dull, glaucous grey leaves maturing to glossy olive green after 2 years growth. Growing in pure stand as understory to E. salmonophloia.",-32.1111111111111,120.434722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,incerata,
CCA0283,R020/T25,Eucalyptus xanthonema subsp. apposita,DN 232,"Stirling Range, WA",20,1993,25,232,NA,1992-12-10,Eucalyptus xanthonema,Corner Formby South and Trio Peak Road,"Mallee 4m tall. Growing with E. decurva. Bark smooth pink grey. Leaves dull, blue-green.",-34.3352777777778,118.119722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,xanthonema,apposita
CCA0284,R020/T26,Eucalyptus xanthonema subsp. apposita,DN 232,"Stirling Range, WA",20,1993,26,232,NA,1992-12-10,Eucalyptus xanthonema,Corner Formby South and Trio Peak Road,"Mallee 4m tall. Growing with E. decurva. Bark smooth pink grey. Leaves dull, blue-green.",-34.3352777777778,118.119722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,xanthonema,apposita
CCA0285,R020/T28,Eucalyptus xanthonema subsp. apposita,DN 232,"Stirling Range, WA",20,1993,28,232,NA,1992-12-10,Eucalyptus xanthonema,Corner Formby South and Trio Peak Road,"Mallee 4m tall. Growing with E. decurva. Bark smooth pink grey. Leaves dull, blue-green.",-34.3352777777778,118.119722222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,xanthonema,apposita
CCA0286,R020/T30,Eucalyptus olivina,DN 319,"Forrestania, WA",20,1993,30,319,NA,1992-12-13,Eucalyptus olivina,Corner Southern Cross - Forestiana & Lake Cronin track,Erect mallee or small tree to 7m tall. Growing on slight rise in pure groups. Light grey smooth bark. Glossy dark green leaves. No mature buds present,-32.3841666666667,119.750555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,olivina,
CCA0287,R020/T31,Eucalyptus olivina,DN 319,"Forrestania, WA",20,1993,31,319,NA,1992-12-13,Eucalyptus olivina,Corner Southern Cross - Forestiana & Lake Cronin track,Erect mallee or small tree to 7m tall. Growing on slight rise in pure groups. Light grey smooth bark. Glossy dark green leaves. No mature buds present,-32.3841666666667,119.750555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,olivina,
CCA0288,R020/T32,Eucalyptus olivina,DN 319,"Forrestania, WA",20,1993,32,319,NA,1992-12-13,Eucalyptus olivina,Corner Southern Cross - Forestiana & Lake Cronin track,Erect mallee or small tree to 7m tall. Growing on slight rise in pure groups. Light grey smooth bark. Glossy dark green leaves. No mature buds present,-32.3841666666667,119.750555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,olivina,
CCA0289,R020/T33,Eucalyptus olivina,DN 319,"Forrestania, WA",20,1993,33,319,NA,1992-12-13,Eucalyptus olivina,Corner Southern Cross - Forestiana & Lake Cronin track,Erect mallee or small tree to 7m tall. Growing on slight rise in pure groups. Light grey smooth bark. Glossy dark green leaves. No mature buds present,-32.3841666666667,119.750555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,olivina,
CCA0290,R020/T34,Eucalyptus olivina,DN 319,"Forrestania, WA",20,1993,34,319,NA,1992-12-13,Eucalyptus olivina,Corner Southern Cross - Forestiana & Lake Cronin track,Erect mallee or small tree to 7m tall. Growing on slight rise in pure groups. Light grey smooth bark. Glossy dark green leaves. No mature buds present,-32.3841666666667,119.750555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,olivina,
CCA0291,R021/T01,Eucalyptus litorea,DN 199,"Hopetoun, WA",21,1993,1,199,NA,1992-12-09,Eucalyptus litorea (famelica),3.9km from Tamarine Road on Middle Bay Road,"Large mallee to 5m tall , with E. incrassata.  Bark rough on lower stems to 5cm then smooth. Leaves slightly glossy dark green, new growth yellow green.",-33.7977777777778,120.4325,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,litorea,
CCA0292,R021/T02,Eucalyptus litorea,DN 199,"Hopetoun, WA",21,1993,2,199,NA,1992-12-09,Eucalyptus litorea (famelica),3.9km from Tamarine Road on Middle Bay Road,"Large mallee to 5m tall , with E. incrassata.  Bark rough on lower stems to 5cm then smooth. Leaves slightly glossy dark green, new growth yellow green.",-33.7977777777778,120.4325,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,litorea,
CCA0293,R021/T03,Eucalyptus litorea,DN 199,"Hopetoun, WA",21,1993,3,199,NA,1992-12-09,Eucalyptus litorea (famelica),3.9km from Tamarine Road on Middle Bay Road,"Large mallee to 5m tall , with E. incrassata.  Bark rough on lower stems to 5cm then smooth. Leaves slightly glossy dark green, new growth yellow green.",-33.7977777777778,120.4325,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,litorea,
CCA0294,R021/T06,Eucalyptus adesmophloia,DN 216,"Beaufort Inlet, WA",21,1993,6,216,NA,1992-12-09,Eucalyptus adesmophloia,NA,Large spreading mallee. Bark smooth becoming flaky at 1-2m. In full flower. Very common.,-34.4272222222222,118.88,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Decipientes,adesmophloia,
CCA0295,R021/T08,Eucalyptus phaenophylla,DN 324,"Mt Day, WA",21,1993,8,324,NA,1992-12-15,Eucalyptus histophylla (luteola),"Hyden to Norseman track, west of Lake Johnson, Western Australia.",Mallee 3m tall. Rough very ribbony bark for <1m then smooth grey bark above. Glossy green leaves. Growing on white sand.,-32.3055555555556,120.137222222222,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,phaenophylla,
