initial_label	genus	subgenus	section	is_included	is_label_swapped	final_label	notes
E_grandis	Eucalyptus	Symphyomyrtus	Latoangulatae	TRUE	FALSE	E_grandis	
E_grandis_Ferguson2024	Eucalyptus	Symphyomyrtus	Latoangulatae	TRUE	FALSE	E_grandis_Ferguson2024	
E_granitica	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_granitica	
E_grasbyi_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_grasbyi_1	
E_grasbyi_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_grasbyi_2	
E_grasbyi_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_grasbyi_3	Did not group together with other samples
E_grasbyi_4	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_grasbyi_4	Did not group together with other samples
E_griffithsii	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_griffithsii	Different section
E_grisea	Eucalyptus	Symphyomyrtus	Pumilio	TRUE	FALSE	E_grisea	
E_grossa_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_grossa_1	
E_grossa_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_grossa_2	
E_guilfoylei_1	Eucalyptus	Cruciformes		TRUE	FALSE	E_guilfoylei_1	
E_guilfoylei_2	Eucalyptus	Cruciformes		TRUE	FALSE	E_guilfoylei_2	
E_guilfoylei_Ferguson2024	Eucalyptus	Cruciformes		TRUE	FALSE	E_guilfoylei_Ferguson2024	
E_gypsophila_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_gypsophila_1	Estimated mean coverage <10x
E_gypsophila_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_gypsophila_2	
E_gypsophila_3	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_gypsophila_3	Estimated mean coverage <10x
E_halophila	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_halophila	
E_hebetifolia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_hebetifolia	
E_histophylla_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_histophylla_1	
E_histophylla_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_histophylla_2	
E_horistes_horistes_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_horistes_horistes_1	Different section
E_horistes_horistes_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_horistes_horistes_2	
E_horistes_horistes_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_horistes_horistes_3	
E_horistes_Southern_smooth_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_horistes_Southern_smooth_1	
E_horistes_Southern_smooth_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_horistes_Southern_smooth_2	
E_hypolaena	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_hypolaena	
E_incerata	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_incerata	
E_incrassata_1	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_incrassata_1	
E_incrassata_2	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_incrassata_2	Different section
E_incrassata_3	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_incrassata_3	Different section
E_incrassata_4	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_incrassata_4	
E_indurata_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_indurata_1	
E_indurata_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_indurata_2	
E_infera	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_infera	
E_insulana	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_insulana	
E_insularis_continentalis	Eucalyptus	Eucalyptus	'Frutices' ms	TRUE	FALSE	E_insularis_continentalis	
E_intertexta_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_intertexta_1	
E_intertexta_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_intertexta_2	
E_jacksonii_1	Eucalyptus	Eucalyptus	Longistylus	TRUE	FALSE	E_jacksonii_1	
E_jacksonii_2	Eucalyptus	Eucalyptus	Longistylus	TRUE	FALSE	E_jacksonii_2	
E_jensenii	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_jensenii	
E_jucunda	Eucalyptus	Eudesmia	Limbatae	TRUE	FALSE	E_jucunda	
E_jutsonii_jutsonii	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_jutsonii_jutsonii	Estimated mean coverage <10x
E_kessellii_eugnosta_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kessellii_eugnosta_1	
E_kessellii_eugnosta_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kessellii_eugnosta_2	
E_kingsmillii_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kingsmillii_1	
E_kingsmillii_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kingsmillii_2	
E_kitsoniana_x_E_ovata_subp_grandiflora	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H	FALSE	FALSE	E_kitsoniana_x_E_ovata_subp_grandiflora	Hybrid
E_kochii_amaryssia	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kochii_amaryssia	
E_kochii_borealis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kochii_borealis	
E_kochii_kochii	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kochii_kochii	
E_kondininensis	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_kondininensis	
E_kruseana_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_kruseana_1	
E_kruseana_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_kruseana_2	
E_kumarlensis_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kumarlensis_1	Did not group together with other samples
E_kumarlensis_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_kumarlensis_2	Did not group together with other samples
E_laevis	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_laevis	
E_lansdowneana	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_lansdowneana	
E_lansdowneana_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_lansdowneana_Ferguson2024	
E_largiflorens_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_largiflorens_1	Did not group together with other samples
E_largiflorens_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_largiflorens_2	Did not group together with other samples
E_largiflorens_3	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_largiflorens_3	Estimated mean coverage <10x 
E_latens_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_latens_1	Did not group together with other samples
E_latens_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_latens_2	
E_latens_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_latens_3	
E_lehmannii_lehmannii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_lehmannii_lehmannii	
E_lehmannii_parallela	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_lehmannii_parallela	
E_leptocalyx_leptocalyx	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_leptocalyx_leptocalyx	
E_leptophleba	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_leptophleba	
E_leptophylla_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptophylla_1	
E_leptophylla_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptophylla_2	
E_leptophylla_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptophylla_3	
E_leptopoda_arctata_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptopoda_arctata_1	
E_leptopoda_arctata_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptopoda_arctata_2	
E_leptopoda_arctata_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptopoda_arctata_3	
E_leptopoda_elevata	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptopoda_elevata	
E_leptopoda_leptopoda	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptopoda_leptopoda	
E_leptopoda_subluta	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_leptopoda_subluta	
E_leptopoda_x_E_oldfieldii_intergrade	Eucalyptus-H	Symphyomyrtus-H	Bisectae-H	FALSE	FALSE	E_leptopoda_x_E_oldfieldii_intergrade	Hybrid
E_lesouefii	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_lesouefii	
E_leucophloia_1	Eucalyptus	Symphyomyrtus	Platysperma	TRUE	FALSE	E_leucophloia_1	
E_leucophloia_2	Eucalyptus	Symphyomyrtus	Platysperma	TRUE	FALSE	E_leucophloia_2	
E_leucophloia_euroa	Eucalyptus	Symphyomyrtus	Platysperma	TRUE	FALSE	E_leucophloia_euroa	
E_leucophloia_Ferguson2024	Eucalyptus	Symphyomyrtus	Platysperma	TRUE	FALSE	E_leucophloia_Ferguson2024	
E_leucophloia_leucophloia	Eucalyptus	Symphyomyrtus	Platysperma	TRUE	FALSE	E_leucophloia_leucophloia	
E_leucophylla_1	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_leucophylla_1	Different section
E_leucophylla_2	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_leucophylla_2	Estimated mean coverage <10x 
E_leucophylla_3	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_leucophylla_3	Estimated mean coverage <10x 
E_leucophylla_4	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_leucophylla_4	
E_leucophylla_5	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_leucophylla_5	
E_leucoxylon_megalocarpa_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_leucoxylon_megalocarpa_1	
E_leucoxylon_megalocarpa_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_leucoxylon_megalocarpa_2	
E_leucoxylon_megalocarpa_3	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_leucoxylon_megalocarpa_3	
E_leucoxylon_pruinosa	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_leucoxylon_pruinosa	Estimated mean coverage <10x 
E_litorea	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_litorea	
E_lockyeri_1	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_lockyeri_1	
E_lockyeri_2	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_lockyeri_2	
E_lockyeri_3	Eucalyptus	Symphyomyrtus	Exsertaria	FALSE	FALSE	E_lockyeri_3	Estimated mean coverage <10x
E_longirostrata	Eucalyptus	Symphyomyrtus	Pumilio	TRUE	FALSE	E_longirostrata	
E_longissima	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_longissima	
E_loxophleba_gratiae	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_loxophleba_gratiae	
E_loxophleba_lissophloia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_loxophleba_lissophloia	
E_loxophleba_loxophleba	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_loxophleba_loxophleba	
E_loxophleba_supralaevis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_loxophleba_supralaevis_1	
E_loxophleba_supralaevis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_loxophleba_supralaevis_2	
E_lucasii_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_lucasii_1	
E_lucasii_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_lucasii_2	
E_mackintii	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_mackintii	
E_macrandra_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_macrandra_1	
E_macrandra_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	TRUE	E_celastroides_virella_2	Different section
E_macrocarpa_elachantha	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_macrocarpa_elachantha	
E_macrocarpa_macrocarpa	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_macrocarpa_macrocarpa	
E_macrorhyncha_macrorhyncha	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_macrorhyncha_macrorhyncha	
E_macta	Eucalyptus	Symphyomyrtus	Latoangulatae	FALSE	FALSE	E_macta	Estimated mean coverage <10x
E_malacoxylon	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_malacoxylon	
E_mannensis_mannensis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_mannensis_mannensis	
E_marginata	Eucalyptus	Eucalyptus	Longistylus	TRUE	FALSE	E_marginata	
E_marginata_Dull_leaf_1	Eucalyptus	Eucalyptus	Longistylus	TRUE	FALSE	E_marginata_Dull_leaf_1	
E_marginata_Dull_leaf_2	Eucalyptus	Eucalyptus	Longistylus	TRUE	FALSE	E_marginata_Dull_leaf_2	
E_marginata_Ferguson2024	Eucalyptus	Eucalyptus	Longistylus	TRUE	FALSE	E_marginata_Ferguson2024	
E_megacarpa_1	Eucalyptus	Eucalyptus	'Frutices' ms	FALSE	TRUE	E_sporadica_2	Different subgenus
E_megacarpa_2	Eucalyptus	Eucalyptus	'Frutices' ms	TRUE	FALSE	E_megacarpa_2	
E_megacornuta	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	FALSE	E_megacornuta	Different section
E_melanophitra	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_melanophitra	
E_melanophloia	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_melanophloia	Did not group together with other samples
E_melanophloia_melanophloia	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_melanophloia_melanophloia	
E_melanophloia_nana	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_melanophloia_nana	
E_melanoxylon	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_melanoxylon	
E_melliodora_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_melliodora_Ferguson2024	
E_merrickiae	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_merrickiae	
E_microcarpa	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_microcarpa	
E_microcorys_Ferguson2024	Eucalyptus	Alveolata		TRUE	FALSE	E_microcorys_Ferguson2024	
E_microtheca	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_microtheca	Estimated mean coverage <10x 
E_mimica_continens	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_mimica_continens	Did not group together with other samples
E_mimica_mimica	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_mimica_mimica	Did not group together with other samples
E_minniritchi	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_minniritchi	
E_misella	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_misella	
E_moderata_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_moderata_1	
E_moderata_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_moderata_2	
E_molyneuxii	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_molyneuxii	
E_moorei_serpentinicola	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_moorei_serpentinicola	
E_morrisbyi_1	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_morrisbyi_1	
E_morrisbyi_2	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_morrisbyi_2	
E_myriadena_1	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_myriadena_1	
E_myriadena_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_myriadena_2	
E_myriadena_3	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_myriadena_3	
E_myriadena_4	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_myriadena_4	
E_myriadena_5	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_myriadena_5	
E_myriadena_6	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_myriadena_6	
E_nebulosa_1	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_nebulosa_1	
E_nebulosa_2	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_nebulosa_2	
E_neutra_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_neutra_1	
E_neutra_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_neutra_2	
E_neutra_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_neutra_3	
E_neutra_4	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_neutra_4	
E_neutra_5	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_neutra_5	
E_neutra_6	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_neutra_6	
E_normantonensis	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_normantonensis	Estimated mean coverage <10x 
E_notactites	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_notactites	
E_obesa_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	TRUE	E_baiophylla	Different section
E_obesa_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_obesa_2	
E_obtusiflora_dongarraensis	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_obtusiflora_dongarraensis	
E_occidentalis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	FALSE	E_occidentalis	Different section
E_ochrophloia	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_ochrophloia	
E_odorata	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_odorata	
E_odorata_x_E_phenax	Eucalyptus-H	Symphyomyrtus-H	Adnataria-H	FALSE	FALSE	E_odorata_x_E_phenax	Hybrid
E_oleosa_ampliata_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_oleosa_ampliata_1	Did not group together with other samples
E_oleosa_ampliata_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_oleosa_ampliata_2	Did not group together with other samples
E_oleosa_ampliata_3	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_oleosa_ampliata_3	Estimated mean coverage <10x
E_oleosa_cylindroidea	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_oleosa_cylindroidea	Did not group together with other samples
E_oligantha_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_oligantha_1	
E_oligantha_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_oligantha_2	
E_oligantha_3	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_oligantha_3	
E_oligantha_4	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_oligantha_4	
E_oligantha_5	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_oligantha_5	
E_olivina_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_olivina_1	
E_olivina_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_olivina_2	
E_opimiflora	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_opimiflora	
E_optima	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_optima	
E_oraria_1	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_oraria_1	
E_oraria_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_oraria_2	
E_orbifolia	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_orbifolia	
E_ornata	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_ornata	
E_ovata_grandiflora	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_ovata_grandiflora	
E_ovata_ovata_1	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_ovata_ovata_1	
E_ovata_ovata_2	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_ovata_ovata_2	
E_ovata_ovata_3	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_ovata_ovata_3	
E_ovata_ovata_4	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_ovata_ovata_4	
E_ovularis	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_ovularis	Different section
E_oxymitra_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_oxymitra_1	
E_oxymitra_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_oxymitra_2	
E_pachycalyx_pachycalyx	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_pachycalyx_pachycalyx	
E_pallida	Eucalyptus	Eudesmia	Limbatae	TRUE	FALSE	E_pallida	
E_panda	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_panda	
E_paniculata_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_paniculata_Ferguson2024	
E_patellaris	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_patellaris	
E_patens	Eucalyptus	Eucalyptus	Longistylus	TRUE	FALSE	E_patens	
E_pauciflora_parvifructa_1	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_pauciflora_parvifructa_1	
E_pauciflora_parvifructa_2	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_pauciflora_parvifructa_2	
E_peninsularis_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_peninsularis_1	Different section
E_peninsularis_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_peninsularis_2	
E_peninsularis_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_peninsularis_3	
E_perangusta	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_perangusta	
E_percostata_1	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_percostata_1	
E_percostata_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_percostata_2	
E_perriniana_1	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_perriniana_1	
E_perriniana_2	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_perriniana_2	
E_petiolaris_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_petiolaris_1	Did not group together with other samples
E_petiolaris_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_petiolaris_2	Did not group together with other samples
E_petraea_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_petraea_1	
E_petraea_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_petraea_2	
E_petraea_3	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_petraea_3	
E_petrensis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_petrensis	
E_phaenophylla_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_phaenophylla_2	Did not group together with other samples
E_phaenophylla_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_phaenophylla_3	Did not group together with other samples
E_phaenophylla_4	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_phaenophylla_4	Did not group together with other samples
E_phenax_compressa	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_phenax_compressa	Different section
E_phenax_phenax	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_phenax_phenax	Different section
E_pileata_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_pileata_1	Did not group together with other samples
E_pileata_2	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_pileata_2	Different section
E_pileata_3	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_pileata_3	
E_pileata_4	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_pileata_4	
E_pimpiniana	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_pimpiniana	
E_planipes_1	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_planipes_1	
E_planipes_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_planipes_2	
E_planipes_3	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_planipes_3	
E_planipes_4	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_planipes_4	
E_planipes_5	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_planipes_5	
E_platydisca	Eucalyptus	Eucalyptus	'Frutices' ms	TRUE	FALSE	E_platydisca	
E_platyphylla	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_platyphylla	
E_platypus_platypus_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_platypus_platypus_1	
E_platypus_platypus_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_platypus_platypus_2	
E_pluricaulis_pluricaulis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_pluricaulis_pluricaulis	
E_pluricaulis_porphyrea	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	TRUE	E_calycogona_calycogona_1	Different section
E_polyanthemos_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_polyanthemos_Ferguson2024	
E_polybractea_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_polybractea_1	
E_polybractea_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_polybractea_2	
E_populnea_bimbil	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_populnea_bimbil	
E_porosa	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_porosa	
E_praetermissa	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_praetermissa	
